Branch_ID,Branch_Name,Emp_Count,Avg_Salary
BR0428,"Mumbai Branch 428",9,137059.52
BR0430,"Kota Branch 430",9,90744.87
BR0431,"Lucknow Branch 431",9,105389.30
BR0457,"Hyderabad Branch 457",9,82675.89
BR0463,"Indore Branch 463",9,115829.85
BR0466,"Alwar Branch 466",9,114522.58
BR0467,"Kota Branch 467",9,84230.39
BR0471,"Jaipur Branch 471",9,92330.28
BR0472,"Chennai Branch 472",9,105088.04
BR0482,"Ahmedabad Branch 482",9,105968.18
BR0490,"Lucknow Branch 490",9,100772.84
BR0492,"Ahmedabad Branch 492",9,79586.48
BR0497,"Mumbai Branch 497",9,87228.37
BR0499,"Surat Branch 499",9,109475.72
BR0501,"Pune Branch 501",9,117667.55
BR0511,"Delhi Branch 511",9,111003.96
BR0516,"Ahmedabad Branch 516",9,94255.62
BR0535,"Lucknow Branch 535",9,116613.69
BR0537,"Bengaluru Branch 537",9,91717.18
BR0549,"Indore Branch 549",9,89237.99
BR0570,"Lucknow Branch 570",9,98998.72
BR0585,"Jaipur Branch 585",9,109500.35
BR0610,"Delhi Branch 610",9,88462.23
BR0614,"Bhopal Branch 614",9,78356.06
BR0618,"Surat Branch 618",9,63086.84
BR0621,"Lucknow Branch 621",9,122104.13
BR0632,"Mumbai Branch 632",9,115193.39
BR0646,"Udaipur Branch 646",9,105976.95
BR0682,"Chandigarh Branch 682",9,79201.05
BR0706,"Kota Branch 706",9,86829.88
BR0709,"Kota Branch 709",9,116220.07
BR0714,"Jaipur Branch 714",9,105273.85
BR0717,"Bengaluru Branch 717",9,95244.27
BR0719,"Indore Branch 719",9,68500.86
BR0723,"Ahmedabad Branch 723",9,144315.06
BR0725,"Pune Branch 725",9,71372.06
BR0738,"Bhopal Branch 738",9,126725.45
BR0760,"Chennai Branch 760",9,101324.89
BR0785,"Kota Branch 785",9,109873.60
BR0802,"Lucknow Branch 802",9,102415.98
BR0806,"Hyderabad Branch 806",9,73069.66
BR0807,"Jaipur Branch 807",9,91124.48
BR0820,"Alwar Branch 820",9,124013.38
BR0830,"Pune Branch 830",9,73606.06
BR0856,"Ahmedabad Branch 856",9,117909.07
BR0859,"Kolkata Branch 859",9,108189.43
BR0863,"Pune Branch 863",9,94943.80
BR0866,"Chandigarh Branch 866",9,85980.57
BR0868,"Hyderabad Branch 868",9,104891.28
BR0870,"Udaipur Branch 870",9,103998.17
BR0887,"Mumbai Branch 887",9,97777.47
BR0890,"Indore Branch 890",9,110819.53
BR0897,"Alwar Branch 897",9,114593.16
BR0909,"Chennai Branch 909",9,87898.37
BR0912,"Jaipur Branch 912",9,126859.19
BR0924,"Udaipur Branch 924",9,108460.99
BR0929,"Udaipur Branch 929",9,119279.25
BR0930,"Delhi Branch 930",9,91787.55
BR0936,"Jodhpur Branch 936",9,119537.56
BR0942,"Mumbai Branch 942",9,107152.35
BR0953,"Kolkata Branch 953",9,106629.66
BR0964,"Chennai Branch 964",9,107229.23
BR0977,"Mumbai Branch 977",9,102686.53
BR0994,"Jodhpur Branch 994",9,95400.69
BR0006,"Jaipur Branch 6",8,128592.74
BR0007,"Indore Branch 7",8,84097.92
BR0018,"Kota Branch 18",8,99016.90
BR0019,"Indore Branch 19",8,127365.91
BR0022,"Chandigarh Branch 22",8,108811.72
BR0030,"Jodhpur Branch 30",8,139520.16
BR0031,"Hyderabad Branch 31",8,99596.14
BR0034,"Chennai Branch 34",8,67149.32
BR0042,"Pune Branch 42",8,94653.13
BR0044,"Udaipur Branch 44",8,119505.45
BR0054,"Hyderabad Branch 54",8,85674.80
BR0055,"Kota Branch 55",8,120730.35
BR0072,"Jaipur Branch 72",8,76750.95
BR0073,"Hyderabad Branch 73",8,85902.38
BR0088,"Surat Branch 88",8,91742.43
BR0104,"Chandigarh Branch 104",8,127677.43
BR0106,"Chandigarh Branch 106",8,80761.13
BR0109,"Delhi Branch 109",8,107266.54
BR0113,"Chandigarh Branch 113",8,110259.91
BR0117,"Surat Branch 117",8,54556.66
BR0123,"Kota Branch 123",8,88482.75
BR0130,"Indore Branch 130",8,128142.25
BR0158,"Udaipur Branch 158",8,102795.12
BR0160,"Mumbai Branch 160",8,87857.44
BR0162,"Mumbai Branch 162",8,113771.49
BR0174,"Jodhpur Branch 174",8,105683.20
BR0177,"Lucknow Branch 177",8,110983.69
BR0183,"Mumbai Branch 183",8,101074.90
BR0190,"Bhopal Branch 190",8,78991.71
BR0192,"Ahmedabad Branch 192",8,107710.18
BR0202,"Ahmedabad Branch 202",8,76442.86
BR0203,"Ahmedabad Branch 203",8,103827.75
BR0204,"Delhi Branch 204",8,116999.79
BR0209,"Indore Branch 209",8,140126.50
BR0211,"Ahmedabad Branch 211",8,75917.07
BR0228,"Jodhpur Branch 228",8,135790.16
BR0238,"Ahmedabad Branch 238",8,83665.38
BR0242,"Chandigarh Branch 242",8,126440.12
BR0255,"Alwar Branch 255",8,119426.93
BR0262,"Delhi Branch 262",8,47170.41
BR0273,"Udaipur Branch 273",8,97024.10
BR0281,"Bhopal Branch 281",8,131692.69
BR0292,"Ahmedabad Branch 292",8,92538.92
BR0313,"Udaipur Branch 313",8,108229.60
BR0324,"Lucknow Branch 324",8,82311.24
BR0345,"Delhi Branch 345",8,90922.20
BR0350,"Jaipur Branch 350",8,93290.82
BR0359,"Jaipur Branch 359",8,124552.86
BR0362,"Delhi Branch 362",8,116059.17
BR0365,"Surat Branch 365",8,115656.28
BR0375,"Mumbai Branch 375",8,113286.02
BR0384,"Hyderabad Branch 384",8,90494.46
BR0388,"Chandigarh Branch 388",8,90678.73
BR0409,"Hyderabad Branch 409",8,88972.48
BR0435,"Pune Branch 435",8,103705.45
BR0440,"Lucknow Branch 440",8,92520.72
BR0460,"Pune Branch 460",8,111568.61
BR0461,"Delhi Branch 461",8,104546.32
BR0468,"Chandigarh Branch 468",8,104113.35
BR0469,"Lucknow Branch 469",8,81324.59
BR0475,"Pune Branch 475",8,84228.01
BR0481,"Chandigarh Branch 481",8,95212.69
BR0483,"Chennai Branch 483",8,105118.32
BR0485,"Ahmedabad Branch 485",8,106955.92
BR0495,"Alwar Branch 495",8,121651.14
BR0503,"Bengaluru Branch 503",8,96249.19
BR0505,"Udaipur Branch 505",8,96795.66
BR0507,"Surat Branch 507",8,76768.62
BR0508,"Udaipur Branch 508",8,89750.99
BR0524,"Lucknow Branch 524",8,75733.36
BR0530,"Jodhpur Branch 530",8,97653.35
BR0540,"Indore Branch 540",8,107944.80
BR0558,"Lucknow Branch 558",8,92783.38
BR0559,"Pune Branch 559",8,91418.53
BR0564,"Hyderabad Branch 564",8,79565.16
BR0576,"Jaipur Branch 576",8,111353.87
BR0577,"Indore Branch 577",8,123289.38
BR0590,"Chandigarh Branch 590",8,88958.29
BR0591,"Lucknow Branch 591",8,128782.15
BR0617,"Indore Branch 617",8,118833.02
BR0627,"Bhopal Branch 627",8,106251.02
BR0629,"Lucknow Branch 629",8,94977.19
BR0635,"Surat Branch 635",8,116485.59
BR0652,"Kolkata Branch 652",8,98547.94
BR0658,"Bhopal Branch 658",8,99760.54
BR0676,"Mumbai Branch 676",8,115729.85
BR0678,"Udaipur Branch 678",8,65874.24
BR0688,"Alwar Branch 688",8,85389.48
BR0695,"Delhi Branch 695",8,87038.39
BR0696,"Kolkata Branch 696",8,95543.00
BR0697,"Jaipur Branch 697",8,102050.21
BR0718,"Lucknow Branch 718",8,86705.53
BR0750,"Kota Branch 750",8,117316.10
BR0772,"Surat Branch 772",8,71049.29
BR0781,"Kota Branch 781",8,118162.72
BR0784,"Delhi Branch 784",8,90528.54
BR0787,"Kolkata Branch 787",8,102597.90
BR0817,"Indore Branch 817",8,110471.47
BR0831,"Chandigarh Branch 831",8,79459.88
BR0836,"Hyderabad Branch 836",8,108020.41
BR0841,"Kota Branch 841",8,87323.49
BR0845,"Hyderabad Branch 845",8,114845.70
BR0846,"Kota Branch 846",8,90774.48
BR0847,"Lucknow Branch 847",8,90789.80
BR0855,"Kolkata Branch 855",8,95674.35
BR0858,"Bengaluru Branch 858",8,88265.06
BR0882,"Lucknow Branch 882",8,93011.13
BR0884,"Chennai Branch 884",8,88136.14
BR0891,"Lucknow Branch 891",8,109525.09
BR0892,"Bengaluru Branch 892",8,75373.28
BR0908,"Jaipur Branch 908",8,73977.46
BR0939,"Delhi Branch 939",8,111978.09
BR0941,"Ahmedabad Branch 941",8,92263.78
BR0951,"Alwar Branch 951",8,114076.12
BR0956,"Mumbai Branch 956",8,81078.85
BR0957,"Pune Branch 957",8,95894.76
BR0971,"Chennai Branch 971",8,52979.03
BR0983,"Kolkata Branch 983",8,101696.63
BR0989,"Indore Branch 989",8,113447.09
BR0995,"Kolkata Branch 995",8,111177.92
BR0996,"Indore Branch 996",8,87274.45
BR0997,"Indore Branch 997",8,68575.24
BR0011,"Bengaluru Branch 11",7,101029.07
BR0014,"Surat Branch 14",7,115428.54
BR0015,"Surat Branch 15",7,114860.76
BR0027,"Alwar Branch 27",7,93648.07
BR0045,"Kota Branch 45",7,109120.16
BR0046,"Bengaluru Branch 46",7,120143.38
BR0060,"Chennai Branch 60",7,107143.08
BR0076,"Kota Branch 76",7,111963.35
BR0086,"Ahmedabad Branch 86",7,66906.11
BR0090,"Lucknow Branch 90",7,105940.61
BR0092,"Mumbai Branch 92",7,70447.76
BR0096,"Indore Branch 96",7,76514.53
BR0107,"Chandigarh Branch 107",7,97290.36
BR0114,"Lucknow Branch 114",7,100260.74
BR0120,"Delhi Branch 120",7,123080.29
BR0135,"Ahmedabad Branch 135",7,111236.97
BR0137,"Indore Branch 137",7,118502.65
BR0141,"Udaipur Branch 141",7,97867.64
BR0156,"Kolkata Branch 156",7,89661.52
BR0187,"Udaipur Branch 187",7,99014.02
BR0198,"Bhopal Branch 198",7,77695.74
BR0212,"Kota Branch 212",7,89463.73
BR0216,"Bengaluru Branch 216",7,63031.69
BR0220,"Jodhpur Branch 220",7,62570.55
BR0227,"Lucknow Branch 227",7,90170.35
BR0236,"Chandigarh Branch 236",7,119593.49
BR0247,"Bhopal Branch 247",7,62894.03
BR0249,"Chennai Branch 249",7,101817.43
BR0251,"Jaipur Branch 251",7,118349.56
BR0282,"Delhi Branch 282",7,91914.94
BR0287,"Jaipur Branch 287",7,115005.83
BR0293,"Jodhpur Branch 293",7,71809.87
BR0321,"Pune Branch 321",7,66846.95
BR0327,"Mumbai Branch 327",7,121150.55
BR0332,"Bhopal Branch 332",7,108285.10
BR0334,"Pune Branch 334",7,136683.90
BR0355,"Udaipur Branch 355",7,99054.80
BR0385,"Kota Branch 385",7,49540.56
BR0386,"Chennai Branch 386",7,89679.03
BR0394,"Surat Branch 394",7,110413.13
BR0402,"Chandigarh Branch 402",7,103265.58
BR0417,"Jodhpur Branch 417",7,108321.68
BR0419,"Lucknow Branch 419",7,82925.65
BR0421,"Lucknow Branch 421",7,87771.69
BR0432,"Alwar Branch 432",7,122328.89
BR0433,"Mumbai Branch 433",7,107120.02
BR0444,"Surat Branch 444",7,105094.67
BR0446,"Udaipur Branch 446",7,89283.37
BR0447,"Ahmedabad Branch 447",7,120164.68
BR0452,"Jodhpur Branch 452",7,69939.72
BR0456,"Kolkata Branch 456",7,117876.83
BR0478,"Alwar Branch 478",7,115065.61
BR0479,"Jodhpur Branch 479",7,100845.55
BR0484,"Bengaluru Branch 484",7,56026.45
BR0486,"Kota Branch 486",7,109027.40
BR0496,"Udaipur Branch 496",7,122812.48
BR0510,"Delhi Branch 510",7,62805.55
BR0532,"Alwar Branch 532",7,104708.85
BR0565,"Bhopal Branch 565",7,100430.83
BR0568,"Chandigarh Branch 568",7,125706.48
BR0582,"Jodhpur Branch 582",7,98752.23
BR0623,"Jodhpur Branch 623",7,100252.66
BR0624,"Lucknow Branch 624",7,98049.72
BR0628,"Bhopal Branch 628",7,116744.92
BR0650,"Ahmedabad Branch 650",7,68423.54
BR0662,"Indore Branch 662",7,112927.58
BR0677,"Jodhpur Branch 677",7,118162.75
BR0684,"Hyderabad Branch 684",7,116757.56
BR0690,"Bhopal Branch 690",7,129843.65
BR0699,"Pune Branch 699",7,114893.16
BR0700,"Bengaluru Branch 700",7,134930.56
BR0701,"Bengaluru Branch 701",7,100744.48
BR0742,"Kota Branch 742",7,124035.95
BR0743,"Jaipur Branch 743",7,92222.98
BR0753,"Bengaluru Branch 753",7,105945.36
BR0755,"Udaipur Branch 755",7,112558.27
BR0756,"Chennai Branch 756",7,99997.90
BR0766,"Udaipur Branch 766",7,136425.02
BR0770,"Mumbai Branch 770",7,107919.77
BR0791,"Chennai Branch 791",7,76246.13
BR0792,"Chennai Branch 792",7,82338.55
BR0796,"Surat Branch 796",7,72227.44
BR0800,"Ahmedabad Branch 800",7,83493.46
BR0805,"Jaipur Branch 805",7,113364.64
BR0809,"Kolkata Branch 809",7,110519.03
BR0815,"Kolkata Branch 815",7,125917.97
BR0822,"Ahmedabad Branch 822",7,109291.16
BR0838,"Pune Branch 838",7,105360.06
BR0871,"Kolkata Branch 871",7,113778.69
BR0889,"Hyderabad Branch 889",7,126700.21
BR0894,"Udaipur Branch 894",7,136780.29
BR0904,"Hyderabad Branch 904",7,87818.03
BR0907,"Alwar Branch 907",7,111635.18
BR0913,"Lucknow Branch 913",7,88702.77
BR0914,"Indore Branch 914",7,105650.07
BR0925,"Hyderabad Branch 925",7,52966.12
BR0948,"Kota Branch 948",7,116794.01
BR0958,"Hyderabad Branch 958",7,94670.59
BR0021,"Kolkata Branch 21",6,129689.77
BR0024,"Jaipur Branch 24",6,116325.74
BR0029,"Lucknow Branch 29",6,93465.41
BR0050,"Ahmedabad Branch 50",6,96112.34
BR0078,"Ahmedabad Branch 78",6,85278.01
BR0079,"Surat Branch 79",6,107164.00
BR0083,"Surat Branch 83",6,93404.58
BR0087,"Bengaluru Branch 87",6,120915.81
BR0111,"Surat Branch 111",6,123211.37
BR0131,"Udaipur Branch 131",6,98355.05
BR0138,"Mumbai Branch 138",6,91643.57
BR0150,"Surat Branch 150",6,130526.09
BR0154,"Mumbai Branch 154",6,90209.48
BR0180,"Udaipur Branch 180",6,130937.92
BR0186,"Pune Branch 186",6,101308.92
BR0205,"Pune Branch 205",6,80261.94
BR0219,"Ahmedabad Branch 219",6,80879.97
BR0274,"Ahmedabad Branch 274",6,72806.31
BR0303,"Indore Branch 303",6,75938.92
BR0305,"Jodhpur Branch 305",6,95090.05
BR0309,"Alwar Branch 309",6,75156.30
BR0322,"Chandigarh Branch 322",6,99846.70
BR0331,"Kolkata Branch 331",6,109696.49
BR0343,"Indore Branch 343",6,132163.99
BR0354,"Bhopal Branch 354",6,81952.22
BR0358,"Lucknow Branch 358",6,107520.12
BR0398,"Bengaluru Branch 398",6,67125.34
BR0408,"Delhi Branch 408",6,66209.86
BR0420,"Surat Branch 420",6,128633.81
BR0470,"Kolkata Branch 470",6,129422.22
BR0476,"Delhi Branch 476",6,126709.24
BR0512,"Jaipur Branch 512",6,98256.03
BR0519,"Chandigarh Branch 519",6,79146.45
BR0528,"Hyderabad Branch 528",6,57629.09
BR0554,"Chennai Branch 554",6,91873.00
BR0573,"Bhopal Branch 573",6,85957.49
BR0575,"Bengaluru Branch 575",6,119032.82
BR0584,"Mumbai Branch 584",6,127226.84
BR0594,"Jodhpur Branch 594",6,70854.44
BR0633,"Kota Branch 633",6,87082.31
BR0642,"Kolkata Branch 642",6,68696.40
BR0661,"Hyderabad Branch 661",6,89458.71
BR0667,"Jodhpur Branch 667",6,92273.98
BR0671,"Alwar Branch 671",6,101361.90
BR0672,"Bengaluru Branch 672",6,74924.93
BR0674,"Surat Branch 674",6,57029.27
BR0704,"Alwar Branch 704",6,82284.11
BR0715,"Chennai Branch 715",6,122201.33
BR0730,"Pune Branch 730",6,106929.68
BR0741,"Bhopal Branch 741",6,91208.83
BR0744,"Chandigarh Branch 744",6,98852.61
BR0769,"Jodhpur Branch 769",6,59706.88
BR0818,"Indore Branch 818",6,100501.74
BR0834,"Indore Branch 834",6,82613.40
BR0853,"Jodhpur Branch 853",6,98547.57
BR0854,"Pune Branch 854",6,107772.79
BR0874,"Jaipur Branch 874",6,144279.94
BR0875,"Bengaluru Branch 875",6,115121.42
BR0938,"Ahmedabad Branch 938",6,107741.49
BR0947,"Pune Branch 947",6,120146.00
BR0972,"Jaipur Branch 972",6,76879.09
BR0981,"Mumbai Branch 981",6,100207.30
BR0990,"Jodhpur Branch 990",6,91689.66
BR0016,"Jodhpur Branch 16",5,93516.98
BR0020,"Kota Branch 20",5,77829.98
BR0025,"Mumbai Branch 25",5,86211.17
BR0047,"Bengaluru Branch 47",5,125201.63
BR0070,"Jodhpur Branch 70",5,110509.51
BR0101,"Chandigarh Branch 101",5,109015.04
BR0164,"Jodhpur Branch 164",5,89205.92
BR0178,"Udaipur Branch 178",5,125156.88
BR0195,"Hyderabad Branch 195",5,76353.80
BR0226,"Pune Branch 226",5,112581.90
BR0241,"Surat Branch 241",5,94693.75
BR0256,"Chandigarh Branch 256",5,83153.39
BR0270,"Chennai Branch 270",5,113948.56
BR0310,"Kolkata Branch 310",5,110145.36
BR0387,"Jaipur Branch 387",5,97304.24
BR0426,"Chandigarh Branch 426",5,116071.80
BR0464,"Bengaluru Branch 464",5,67989.19
BR0473,"Bengaluru Branch 473",5,68241.28
BR0498,"Kota Branch 498",5,98286.13
BR0527,"Alwar Branch 527",5,90728.19
BR0552,"Mumbai Branch 552",5,80500.71
BR0556,"Kota Branch 556",5,89927.09
BR0598,"Surat Branch 598",5,131003.02
BR0647,"Chandigarh Branch 647",5,115476.34
BR0656,"Mumbai Branch 656",5,89484.09
BR0683,"Kolkata Branch 683",5,83149.99
BR0689,"Udaipur Branch 689",5,82861.08
BR0693,"Delhi Branch 693",5,97577.77
BR0745,"Surat Branch 745",5,115998.58
BR0795,"Jaipur Branch 795",5,110481.60
BR0799,"Lucknow Branch 799",5,116233.85
BR0867,"Jaipur Branch 867",5,110642.06
BR0876,"Lucknow Branch 876",5,90584.24
BR0946,"Bengaluru Branch 946",5,100465.97
BR0950,"Ahmedabad Branch 950",5,86032.04
BR0965,"Bhopal Branch 965",5,104823.66
BR0985,"Jodhpur Branch 985",5,83029.35
BR0012,"Indore Branch 12",4,93924.53
BR0071,"Lucknow Branch 71",4,86097.83
BR0082,"Ahmedabad Branch 82",4,99729.44
BR0084,"Mumbai Branch 84",4,116480.77
BR0144,"Bengaluru Branch 144",4,93380.84
BR0254,"Kota Branch 254",4,129388.14
BR0271,"Kolkata Branch 271",4,143050.76
BR0286,"Bengaluru Branch 286",4,69817.20
BR0414,"Ahmedabad Branch 414",4,121781.78
BR0611,"Kota Branch 611",4,128614.87
BR0631,"Indore Branch 631",4,106747.10
BR0679,"Delhi Branch 679",4,91922.40
BR0740,"Chennai Branch 740",4,122329.64
BR0826,"Chandigarh Branch 826",4,58045.22
BR0852,"Jaipur Branch 852",4,57608.83
BR0864,"Alwar Branch 864",4,87366.51
BR0961,"Lucknow Branch 961",4,123993.03
BR0974,"Chennai Branch 974",4,79278.98
BR0992,"Hyderabad Branch 992",4,157292.75
BR0105,"Chandigarh Branch 105",3,102186.27
BR0258,"Alwar Branch 258",3,101224.58
BR0405,"Lucknow Branch 405",3,138635.58
BR0606,"Surat Branch 606",3,58794.93
BR0797,"Bengaluru Branch 797",3,81892.48
BR0873,"Delhi Branch 873",3,75332.55
BR0067,"Udaipur Branch 67",3,128318.98
BR0330,"Delhi Branch 330",2,177063.13
BR0449,"Bengaluru Branch 449",2,39513.14
