Loan_ID,Customer_ID,Account_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Status,Loan_Date
LOAN0000272,CUST054327,ACC0036265,"Business Loan",1532045.29,7.60,36,Unknown,2024-04-12
LOAN0000273,CUST040843,ACC0109578,"Education Loan",4263762.02,15.69,84,Active,2023-08-16
LOAN0000274,CUST086743,ACC0066231,"Business Loan",2311475.81,14.55,84,Active,2024-07-05
LOAN0000275,CUST082205,ACC0034700,"Car Loan",1382741.61,8.72,120,Unknown,2023-10-07
LOAN0000276,CUST009826,ACC0058316,"Car Loan",3944897.45,14.99,24,Pending,2023-03-14
LOAN0000277,CUST086572,ACC0036406,"Personal Loan",2410676.46,13.23,48,Active,2025-06-24
LOAN0000278,CUST079578,ACC0090066,"Personal Loan",2966687.99,12.18,120,Unknown,2023-07-08
LOAN0000279,CUST056299,ACC0083128,"Business Loan",1981865.76,16.04,24,Active,2025-04-19
LOAN0000280,CUST011221,ACC0093443,"Car Loan",2809376.67,8.26,60,Pending,2023-09-12
LOAN0000281,CUST049311,ACC0094357,"Personal Loan",2010921.17,8.95,36,Pending,2022-06-01
LOAN0000282,CUST051472,ACC0108340,"Education Loan",3359301.26,11.91,120,Pending,2023-06-17
LOAN0000283,CUST008488,ACC0034805,"Car Loan",2921594.37,14.54,48,Active,2025-05-27
LOAN0000284,CUST046385,ACC0061667,"Education Loan",3057473.48,8.63,36,Closed,2023-04-12
LOAN0000285,CUST063718,ACC0073700,"Home Loan",590905.74,10.72,120,Defaulted,2024-09-27
LOAN0000286,CUST051379,ACC0071651,"Business Loan",4071407.91,12.97,36,Pending,2022-08-17
LOAN0000287,CUST091301,ACC0098489,"Home Loan",1662974.10,12.04,12,Closed,2023-03-10
LOAN0000288,CUST079462,ACC0093441,"Education Loan",3260011.13,8.70,36,Pending,2022-04-06
LOAN0000289,CUST080841,ACC0032649,"Education Loan",4735054.24,16.48,12,Defaulted,2023-03-31
LOAN0000290,CUST050707,ACC0048629,"Education Loan",4381878.89,7.25,60,Defaulted,2022-01-13
LOAN0000291,CUST009179,ACC0129970,"Business Loan",3419392.79,10.86,0,Unknown,2025-12-15
LOAN0000292,CUST086376,ACC0056646,"Education Loan",2302497.62,14.88,24,Active,2022-09-04
LOAN0000293,CUST017416,ACC0040235,"Car Loan",4250011.96,8.59,0,Closed,2024-08-22
LOAN0000294,CUST012995,ACC0127907,"Education Loan",2081957.02,13.13,0,Unknown,2024-12-27
LOAN0000295,CUST054636,ACC0021384,"Education Loan",368969.42,8.20,12,Pending,2024-10-07
LOAN0000296,CUST080789,ACC0029912,"Personal Loan",2928562.03,14.71,60,Active,2022-01-20
LOAN0000297,CUST037118,ACC0054816,"Business Loan",782597.78,9.64,36,Closed,2023-08-22
LOAN0000298,CUST017727,ACC0107866,"Business Loan",1188718.64,6.66,60,Active,2023-09-15
LOAN0000299,CUST087653,ACC0019556,"Education Loan",661227.80,7.81,12,Unknown,2022-09-17
LOAN0000300,CUST095245,ACC0095806,"Car Loan",1951652.51,6.36,0,Closed,2025-09-23
LOAN0000301,CUST048357,ACC0035871,"Car Loan",3132814.63,9.42,48,Defaulted,2022-09-02
LOAN0000302,CUST003824,ACC0072711,"Car Loan",483229.56,15.45,120,Defaulted,2023-07-19
LOAN0000303,CUST095892,ACC0075612,"Business Loan",2058662.24,8.11,36,Closed,2025-09-07
LOAN0000304,CUST045073,ACC0066554,"Home Loan",4091775.43,9.14,84,Closed,2024-08-13
LOAN0000305,CUST051292,ACC0074262,"Personal Loan",1532957.27,10.38,84,Defaulted,2022-07-11
LOAN0000306,CUST002102,ACC0005991,"Personal Loan",4591502.38,6.43,12,Unknown,2025-11-28
LOAN0000307,CUST080391,ACC0103520,"Personal Loan",2422445.20,13.99,36,Pending,2022-01-30
LOAN0000308,CUST058349,ACC0049453,"Business Loan",NULL,12.37,48,Pending,2022-05-06
LOAN0000309,CUST009716,ACC0001642,"Car Loan",1309827.00,7.85,120,Unknown,2023-09-21
LOAN0000310,CUST029224,ACC0127394,"Home Loan",629627.18,25.00,48,Pending,2022-02-27
LOAN0000311,CUST067290,ACC0050986,"Personal Loan",3459478.99,12.59,84,Defaulted,2025-05-10
LOAN0000312,CUST065776,ACC0000552,"Personal Loan",2585998.51,6.17,12,Defaulted,2023-10-07
LOAN0000313,CUST066944,ACC0129479,"Personal Loan",2833875.93,11.33,0,Active,2025-12-18
LOAN0000314,CUST005034,ACC0065350,"Business Loan",958490.59,8.99,0,Closed,2024-10-19
LOAN0000315,CUST015124,ACC0009429,"Personal Loan",2784874.59,15.76,36,Active,2022-03-21
LOAN0000316,CUST075888,ACC0048682,"Business Loan",3822950.91,6.49,48,Closed,2024-03-05
LOAN0000317,CUST067279,ACC0129390,"Education Loan",1757061.13,8.87,60,Active,2022-01-13
LOAN0000318,CUST010401,ACC0122396,"Business Loan",3525887.68,7.48,0,Active,2023-05-26
LOAN0000319,CUST098195,ACC0009448,"Business Loan",3153523.13,0.00,0,Active,2022-12-14
LOAN0000320,CUST011943,ACC0021820,"Car Loan",3176872.99,9.55,48,Closed,2022-04-29
LOAN0000321,CUST057315,ACC0031581,"Education Loan",2680155.79,11.24,36,Active,2022-05-12
LOAN0000322,CUST016382,ACC0037831,"Home Loan",4741421.46,12.47,0,Defaulted,2025-12-17
LOAN0000323,CUST079414,ACC0023256,"Personal Loan",2317047.79,14.01,60,Defaulted,2024-08-27
LOAN0000324,CUST068035,ACC0074293,"Business Loan",NULL,10.71,84,Closed,2023-02-22
LOAN0000325,CUST022054,ACC0128750,"Business Loan",2772719.24,12.97,120,Closed,2024-10-23
LOAN0000326,CUST086319,ACC0100500,"Car Loan",647041.70,11.59,36,Active,2025-08-05
LOAN0000327,CUST072224,ACC0078380,"Home Loan",4476181.98,15.00,12,Active,2022-08-27
LOAN0000328,CUST034027,ACC0037920,"Business Loan",2334799.99,12.82,48,Pending,2023-05-27
LOAN0000329,CUST011355,ACC0009442,"Car Loan",1103250.81,14.65,36,Pending,2024-11-05
LOAN0000330,CUST089668,ACC0102855,"Education Loan",2709487.24,16.36,120,Pending,2022-01-26
LOAN0000331,CUST062082,ACC0126162,"Education Loan",4111643.58,16.47,0,Active,2024-02-10
LOAN0000332,CUST010333,ACC0106552,"Personal Loan",2062536.51,17.56,0,Closed,2023-08-07
LOAN0000333,CUST033579,ACC0022678,"Education Loan",3292927.10,8.86,0,Closed,2023-11-15
LOAN0000334,CUST089668,ACC0047587,"Education Loan",1477302.57,17.53,36,Closed,2025-11-19
LOAN0000335,CUST016991,ACC0121761,"Business Loan",175068.70,14.05,60,Unknown,2023-10-29
LOAN0000336,CUST003580,ACC0050254,"Business Loan",3671249.09,14.32,36,Active,2025-02-19
LOAN0000337,CUST027061,ACC0110247,"Personal Loan",4992477.42,12.23,0,Pending,2025-04-02
LOAN0000338,CUST021382,ACC0057573,"Home Loan",2348517.67,9.24,84,Defaulted,2025-05-15
LOAN0000339,CUST068637,ACC0012307,"Personal Loan",412533.95,13.55,84,Unknown,2022-02-24
LOAN0000340,CUST093530,ACC0032837,"Education Loan",1227433.35,9.70,36,Defaulted,2024-08-03
LOAN0000341,CUST042323,ACC0097050,"Education Loan",641452.52,15.18,12,Pending,2025-09-11
LOAN0000342,CUST087047,ACC0043210,"Business Loan",1537367.56,12.21,0,Active,2022-10-26
LOAN0000343,CUST031556,ACC0036338,"Home Loan",537259.91,7.78,24,Unknown,2024-05-28
LOAN0000344,CUST083001,ACC0009366,"Personal Loan",3713660.10,6.36,120,Pending,2023-11-15
LOAN0000345,CUST025223,ACC0020236,"Home Loan",123632.36,9.20,84,Defaulted,2022-11-12
LOAN0000346,CUST049332,ACC0065367,"Education Loan",3031143.93,14.54,0,Pending,2024-04-01
LOAN0000347,CUST056368,ACC0067736,"Home Loan",1536386.77,8.06,120,Active,2022-02-17
LOAN0000348,CUST038447,ACC0123780,"Car Loan",1704867.66,10.60,84,Unknown,2022-01-24
LOAN0000349,CUST007319,ACC0026535,"Home Loan",572146.31,8.14,84,Unknown,2025-09-23
LOAN0000350,CUST064803,ACC0036013,"Business Loan",1653419.21,7.25,12,Active,2024-10-24
LOAN0000351,CUST088874,ACC0077977,"Business Loan",2628410.75,15.94,36,Active,2023-05-31
LOAN0000352,CUST054324,ACC0128584,"Car Loan",4767134.54,10.96,48,Unknown,2025-02-01
LOAN0000353,CUST083242,ACC0051535,"Personal Loan",2536225.17,9.24,0,Defaulted,2024-01-14
LOAN0000354,CUST069602,ACC0002983,"Business Loan",4462401.16,9.34,36,Active,2024-12-08
LOAN0000355,CUST035890,ACC0005193,"Business Loan",3364191.75,13.87,36,Defaulted,2024-03-22
LOAN0000356,CUST003222,ACC0120375,"Home Loan",1722220.61,13.97,12,Pending,2024-06-09
LOAN0000357,CUST051256,ACC0020209,"Education Loan",2424257.58,12.46,84,Active,2022-08-24
LOAN0000358,CUST095128,ACC0105263,"Personal Loan",1273494.89,11.37,0,Unknown,2025-09-20
LOAN0000359,CUST037930,ACC0073334,"Car Loan",2294733.16,11.99,60,Pending,2025-11-09
LOAN0000360,CUST055527,ACC0054133,"Home Loan",3924293.07,7.34,120,Active,2023-08-19
LOAN0000361,CUST095631,ACC0089482,"Business Loan",661155.58,17.76,12,Active,2025-10-31
LOAN0000362,CUST024553,ACC0120156,"Car Loan",1487041.10,6.85,24,Closed,2023-12-07
LOAN0000363,CUST009861,ACC0023505,"Education Loan",1039411.77,15.36,0,Pending,2025-01-07
LOAN0000364,CUST049412,ACC0092993,"Business Loan",733321.03,7.38,60,Active,2023-08-07
LOAN0000365,CUST014640,ACC0068703,"Car Loan",1102974.04,13.02,0,Defaulted,2024-01-18
LOAN0000366,CUST043851,ACC0085601,"Personal Loan",1713004.23,15.06,36,Defaulted,2023-10-20
LOAN0000367,CUST000445,ACC0067862,"Home Loan",912186.74,10.46,0,Unknown,2024-08-24
LOAN0000368,CUST037275,ACC0029091,"Business Loan",4456730.05,12.98,24,Closed,2023-11-12
LOAN0000369,CUST001607,ACC0062628,"Business Loan",241072.99,14.50,0,Closed,2024-01-22
LOAN0000370,CUST059128,ACC0079464,"Personal Loan",3582127.37,9.34,36,Pending,2022-03-16
LOAN0000371,CUST024381,ACC0049235,"Car Loan",1388648.55,7.62,48,Unknown,2023-07-15
LOAN0000372,CUST011781,ACC0106055,"Home Loan",4390668.95,14.31,120,Pending,2025-05-29
LOAN0000373,CUST000921,ACC0107389,"Business Loan",4063282.87,11.16,120,Defaulted,2023-01-03
LOAN0000374,CUST054473,ACC0071547,"Business Loan",4541538.04,10.16,60,Closed,2024-01-24
LOAN0000375,CUST036442,ACC0036050,"Business Loan",2040506.99,17.81,120,Unknown,2025-02-09
LOAN0000376,CUST081284,ACC0044471,"Education Loan",558499.27,6.97,84,Defaulted,2022-05-15
LOAN0000377,CUST018365,ACC0045415,"Business Loan",2609132.66,8.59,60,Active,2023-08-17
LOAN0000378,CUST027501,ACC0046030,"Personal Loan",4067982.75,9.50,12,Defaulted,2022-10-30
LOAN0000379,CUST051504,ACC0104858,"Personal Loan",2688981.32,12.07,60,Defaulted,2022-04-25
LOAN0000380,CUST073062,ACC0006715,"Business Loan",4427133.45,8.52,0,Unknown,2023-02-12
LOAN0000381,CUST098591,ACC0037356,"Education Loan",2680726.92,16.54,60,Closed,2025-06-03
LOAN0000382,CUST094516,ACC0109905,"Business Loan",699385.13,16.47,12,Closed,2025-03-15
LOAN0000383,CUST077801,ACC0103760,"Business Loan",746453.80,10.80,36,Pending,2023-01-23
LOAN0000384,CUST029641,ACC0010357,"Business Loan",3143041.28,12.76,60,Pending,2025-12-29
LOAN0000385,CUST091042,ACC0105629,"Home Loan",2289124.90,10.14,84,Active,2025-04-18
LOAN0000386,CUST070123,ACC0083366,"Education Loan",2794360.02,7.98,48,Pending,2024-07-09
LOAN0000387,CUST086786,ACC0119201,"Personal Loan",376236.66,11.87,48,Unknown,2024-02-07
LOAN0000388,CUST097744,ACC0072134,"Car Loan",1181499.47,9.17,24,Pending,2023-06-15
LOAN0000389,CUST098216,ACC0009333,"Education Loan",14076.69,14.50,60,Defaulted,2025-07-07
LOAN0000390,CUST028444,ACC0047913,"Car Loan",3443308.94,15.25,24,Active,2023-01-16
LOAN0000391,CUST079240,ACC0123314,"Education Loan",2526311.87,16.79,120,Defaulted,2024-03-12
LOAN0000392,CUST090497,ACC0037058,"Business Loan",370277.82,9.77,0,Active,2024-04-23
LOAN0000393,CUST041829,ACC0063924,"Personal Loan",4038976.09,17.07,84,Unknown,2022-05-09
LOAN0000394,CUST004494,ACC0092011,"Home Loan",2012058.95,17.30,120,Active,2024-03-04
LOAN0000395,CUST028138,ACC0112584,"Business Loan",NULL,9.03,84,Pending,2024-04-13
LOAN0000396,CUST073821,ACC0127558,"Personal Loan",3436966.65,8.73,0,Closed,2022-10-17
LOAN0000397,CUST097935,ACC0113297,"Personal Loan",947056.40,7.07,60,Defaulted,2024-05-24
LOAN0000398,CUST051132,ACC0108768,"Business Loan",1737556.14,9.34,48,Unknown,2023-11-07
LOAN0000399,CUST063010,ACC0064209,"Home Loan",1887984.12,15.24,48,Active,2025-08-01
LOAN0000400,CUST079700,ACC0032046,"Car Loan",933213.49,17.11,120,Pending,2022-11-07
LOAN0000401,CUST039429,ACC0008748,"Home Loan",525822.88,13.58,36,Active,2024-10-17
LOAN0000402,CUST026652,ACC0124486,"Business Loan",4281677.72,6.19,0,Active,2024-12-02
LOAN0000403,CUST046596,ACC0035401,"Education Loan",2558795.16,9.47,0,Closed,2025-02-18
LOAN0000404,CUST063032,ACC0068435,"Education Loan",3125399.98,17.00,84,Defaulted,2024-07-28
LOAN0000405,CUST058383,ACC0013941,"Car Loan",1582080.21,12.79,0,Active,2025-05-17
LOAN0000406,CUST077204,ACC0078718,"Business Loan",2795552.49,10.20,48,Active,2023-07-23
LOAN0000407,CUST023613,ACC0004240,"Personal Loan",2081001.91,16.90,12,Defaulted,2025-04-09
LOAN0000408,CUST098630,ACC0120126,"Car Loan",3581144.17,16.69,84,Closed,2024-06-01
LOAN0000409,CUST084353,ACC0014218,"Education Loan",684041.29,6.96,24,Defaulted,2023-08-16
LOAN0000410,CUST021130,ACC0063730,"Education Loan",3015703.92,14.20,0,Pending,2023-09-15
LOAN0000411,CUST036948,ACC0098106,"Education Loan",378402.64,12.54,84,Active,2022-02-17
LOAN0000412,CUST018629,ACC0093583,"Business Loan",3085653.50,17.29,84,Pending,2023-11-29
LOAN0000413,CUST036955,ACC0098471,"Car Loan",1641505.99,15.42,0,Unknown,2023-01-14
LOAN0000414,CUST089380,ACC0050133,"Car Loan",3745807.17,7.02,24,Active,2023-01-23
LOAN0000415,CUST045210,ACC0023696,"Education Loan",NULL,17.15,48,Unknown,2022-12-04
LOAN0000416,CUST005110,ACC0068603,"Home Loan",2359759.16,16.36,12,Active,2024-11-07
LOAN0000417,CUST087715,ACC0062465,"Education Loan",1037874.23,8.88,84,Active,2025-12-05
LOAN0000418,CUST003494,ACC0104943,"Home Loan",4483089.97,7.01,60,Active,2024-07-07
LOAN0000419,CUST049773,ACC0014846,"Business Loan",2049400.87,12.32,60,Active,2023-09-02
LOAN0000420,CUST093452,ACC0062871,"Education Loan",3092096.41,11.34,24,Active,2024-01-17
LOAN0000421,CUST098352,ACC0123681,"Personal Loan",1723121.87,14.69,60,Closed,2025-02-07
LOAN0000422,CUST032351,ACC0106224,"Car Loan",4827914.85,15.55,0,Pending,2023-08-13
LOAN0000423,CUST059534,ACC0016023,"Car Loan",3927198.04,9.03,0,Unknown,2022-01-26
LOAN0000424,CUST027034,ACC0054655,"Business Loan",3276459.52,7.45,12,Defaulted,2023-08-06
LOAN0000425,CUST032268,ACC0121433,"Home Loan",2389286.89,12.15,24,Unknown,2022-01-25
LOAN0000426,CUST099917,ACC0057355,"Home Loan",588811.77,15.06,120,Active,2024-05-21
LOAN0000427,CUST006887,ACC0001224,"Education Loan",4194829.61,9.22,24,Active,2023-08-17
LOAN0000428,CUST082826,ACC0104508,"Business Loan",1981279.34,9.35,12,Closed,2025-11-21
LOAN0000429,CUST033476,ACC0061856,"Personal Loan",251686.03,18.00,60,Closed,2025-12-27
LOAN0000430,CUST077544,ACC0067827,"Car Loan",3058397.89,7.53,0,Unknown,2025-11-21
LOAN0000431,CUST074591,ACC0122556,"Education Loan",960515.17,8.34,12,Closed,2022-10-23
LOAN0000432,CUST059339,ACC0044510,"Education Loan",NULL,16.62,36,Defaulted,2022-03-11
LOAN0000433,CUST098794,ACC0054485,"Home Loan",3492682.90,7.71,24,Unknown,2024-01-23
LOAN0000434,CUST048751,ACC0006532,"Car Loan",1008664.02,14.69,120,Unknown,2023-03-15
LOAN0000435,CUST092932,ACC0102893,"Education Loan",1863207.17,14.81,12,Active,2023-09-08
LOAN0000436,CUST087540,ACC0129104,"Car Loan",3237497.49,6.77,60,Closed,2024-02-19
LOAN0000437,CUST068113,ACC0095507,"Personal Loan",3355680.00,8.52,0,Active,2023-08-16
LOAN0000438,CUST025167,ACC0050340,"Business Loan",1793475.18,13.32,120,Active,2022-04-03
LOAN0000439,CUST082917,ACC0019531,"Car Loan",1103691.62,10.73,120,Closed,2024-06-15
LOAN0000440,CUST091033,ACC0017284,"Education Loan",2431989.99,14.59,36,Active,2025-06-07
LOAN0000441,CUST071049,ACC0050666,"Car Loan",3368199.65,6.11,12,Active,2025-08-05
LOAN0000442,CUST093462,ACC0092319,"Home Loan",2829368.41,14.75,12,Active,2024-08-06
LOAN0000443,CUST086170,ACC0041991,"Car Loan",3776795.44,11.86,84,Active,2022-02-05
LOAN0000444,CUST016505,ACC0119818,"Personal Loan",2222693.09,12.52,12,Pending,2023-06-01
LOAN0000445,CUST011935,ACC0125567,"Personal Loan",1030729.86,12.39,0,Active,2023-05-12
LOAN0000446,CUST019935,ACC0110828,"Home Loan",1547690.03,13.18,60,Defaulted,2023-10-16
LOAN0000447,CUST030078,ACC0075338,"Personal Loan",1452974.67,7.99,84,Closed,2024-06-02
LOAN0000448,CUST097996,ACC0019094,"Home Loan",3775234.00,13.91,120,Closed,2025-12-29
LOAN0000449,CUST078714,ACC0015007,"Education Loan",2530038.25,16.06,60,Closed,2023-01-29
LOAN0000450,CUST007604,ACC0091641,"Business Loan",4328418.47,8.37,48,Pending,2024-12-30
LOAN0000451,CUST046815,ACC0081690,"Car Loan",1260238.52,14.49,84,Defaulted,2023-11-04
LOAN0000452,CUST063830,ACC0085926,"Education Loan",2074838.98,14.35,12,Active,2023-06-12
LOAN0000453,CUST008049,ACC0121955,"Car Loan",4490896.12,16.72,120,Closed,2025-05-23
LOAN0000454,CUST076222,ACC0115105,"Car Loan",2632945.63,13.93,0,Active,2023-07-08
LOAN0000455,CUST084941,ACC0040803,"Business Loan",659696.41,6.87,0,Pending,2023-05-25
LOAN0000456,CUST064640,ACC0095002,"Business Loan",3928086.00,17.86,24,Unknown,2023-08-30
LOAN0000457,CUST010576,ACC0020600,"Business Loan",4461911.40,6.29,36,Unknown,2023-01-28
LOAN0000458,CUST076948,ACC0113623,"Business Loan",1948179.19,16.70,60,Pending,2022-09-26
LOAN0000459,CUST066872,ACC0026590,"Car Loan",4666659.27,13.82,84,Closed,2022-09-25
LOAN0000460,CUST018170,ACC0033627,"Home Loan",2907802.26,16.49,48,Defaulted,2024-10-10
LOAN0000461,CUST019851,ACC0072404,"Home Loan",1967473.03,7.81,60,Defaulted,2023-08-14
LOAN0000462,CUST041021,ACC0092236,"Car Loan",1632207.02,16.58,24,Pending,2022-05-27
LOAN0000463,CUST090963,ACC0109747,"Home Loan",1625368.11,15.99,0,Pending,2024-06-03
LOAN0000464,CUST061521,ACC0120463,"Business Loan",2118176.95,8.62,12,Defaulted,2025-07-18
LOAN0000465,CUST015602,ACC0125967,"Business Loan",324983.20,14.45,36,Pending,2024-03-03
LOAN0000466,CUST044385,ACC0002753,"Business Loan",4387411.15,10.00,48,Active,2025-03-23
LOAN0000467,CUST004041,ACC0040227,"Personal Loan",4155397.99,15.52,120,Unknown,2025-09-10
LOAN0000468,CUST066341,ACC0037992,"Business Loan",2656209.07,17.62,0,Unknown,2023-03-23
LOAN0000469,CUST082261,ACC0125247,"Business Loan",2087515.94,8.24,0,Defaulted,2023-02-09
LOAN0000470,CUST091611,ACC0066298,"Business Loan",3649491.82,13.01,0,Active,2024-02-14
LOAN0000471,CUST069484,ACC0027263,"Business Loan",4643567.60,10.85,12,Defaulted,2024-03-26
LOAN0000472,CUST002182,ACC0100958,"Business Loan",3690427.02,10.97,12,Unknown,2022-10-13
LOAN0000473,CUST047266,ACC0007095,"Business Loan",3520879.54,7.44,0,Unknown,2025-05-17
LOAN0000474,CUST027291,ACC0119662,"Home Loan",1393002.57,15.25,60,Active,2025-02-09
LOAN0000475,CUST085050,ACC0008674,"Business Loan",1187551.52,15.96,36,Defaulted,2025-10-06
LOAN0000476,CUST060274,ACC0098157,"Home Loan",4630656.25,13.13,0,Pending,2023-05-14
LOAN0000477,CUST008172,ACC0110556,"Personal Loan",1225428.21,12.08,12,Active,2022-10-03
LOAN0000478,CUST059846,ACC0125148,"Home Loan",506086.09,13.14,0,Active,2025-12-29
LOAN0000479,CUST060976,ACC0115944,"Business Loan",4163059.66,8.68,84,Defaulted,2022-02-23
LOAN0000480,CUST081707,ACC0091827,"Personal Loan",4778945.59,14.40,12,Closed,2024-08-15
LOAN0000481,CUST019038,ACC0033657,"Car Loan",1306321.06,8.64,36,Pending,2022-02-04
LOAN0000482,CUST009777,ACC0002631,"Home Loan",4024887.34,8.42,120,Closed,2022-10-14
LOAN0000483,CUST037128,ACC0103001,"Home Loan",2162774.42,10.96,12,Unknown,2024-12-06
LOAN0000484,CUST041688,ACC0123186,"Car Loan",1592399.05,8.62,0,Active,2023-09-21
LOAN0000485,CUST047504,ACC0008184,"Home Loan",3830665.83,11.14,84,Active,2022-11-02
LOAN0000486,CUST081624,ACC0042378,"Business Loan",1984574.11,13.25,0,Pending,2022-02-15
LOAN0000487,CUST068380,ACC0086662,"Personal Loan",973277.73,10.78,24,Active,2025-10-16
LOAN0000488,CUST010731,ACC0063294,"Education Loan",1347864.95,15.41,36,Active,2024-10-06
LOAN0000489,CUST072024,ACC0019226,"Education Loan",714627.71,8.49,120,Active,2024-09-30
LOAN0000490,CUST014334,ACC0058514,"Home Loan",406672.80,0.00,60,Active,2024-11-11
LOAN0000491,CUST057526,ACC0000514,"Home Loan",2306319.62,7.82,120,Pending,2024-07-08
LOAN0000492,CUST006025,ACC0005830,"Personal Loan",4178477.95,15.35,48,Pending,2023-01-29
LOAN0000493,CUST018932,ACC0021537,"Personal Loan",4183672.55,12.20,60,Active,2022-10-03
LOAN0000494,CUST017403,ACC0025842,"Car Loan",182739.82,6.69,120,Active,2022-11-02
LOAN0000495,CUST061641,ACC0114782,"Car Loan",1289999.30,16.23,36,Closed,2024-02-13
LOAN0000496,CUST081442,ACC0093750,"Car Loan",4258476.40,10.00,60,Unknown,2023-08-29
LOAN0000497,CUST036615,ACC0022792,"Car Loan",2613154.11,9.65,48,Unknown,2022-08-30
LOAN0000498,CUST012042,ACC0018249,"Education Loan",52299.38,13.39,120,Unknown,2022-06-20
LOAN0000499,CUST015263,ACC0100574,"Education Loan",1807206.89,12.44,60,Closed,2025-09-09
LOAN0000500,CUST053071,ACC0074018,"Business Loan",1729540.28,7.72,84,Closed,2025-06-02
LOAN0000501,CUST081238,ACC0041893,"Business Loan",708624.50,15.82,12,Active,2024-02-13
LOAN0000502,CUST089315,ACC0108500,"Car Loan",NULL,0.00,0,Pending,2022-03-10
LOAN0000503,CUST025039,ACC0099116,"Personal Loan",3548781.29,7.23,12,Pending,2025-04-20
LOAN0000504,CUST051096,ACC0123480,"Home Loan",3841039.63,17.73,12,Unknown,2023-05-08
LOAN0000505,CUST094998,ACC0067117,"Personal Loan",512301.14,9.14,36,Unknown,2025-11-15
LOAN0000506,CUST077187,ACC0088499,"Education Loan",4211527.13,7.67,0,Pending,2023-11-10
LOAN0000507,CUST071662,ACC0052944,"Personal Loan",3446251.90,13.66,24,Pending,2024-02-27
LOAN0000508,CUST057758,ACC0049251,"Car Loan",3706602.60,15.50,0,Active,2025-12-01
LOAN0000509,CUST024626,ACC0105220,"Education Loan",3683943.73,17.67,84,Unknown,2023-03-08
LOAN0000510,CUST062785,ACC0028943,"Home Loan",690232.73,13.94,0,Defaulted,2023-11-19
LOAN0000511,CUST038778,ACC0074022,"Business Loan",3289628.14,6.38,84,Active,2025-07-23
LOAN0000512,CUST078297,ACC0009838,"Home Loan",4798366.66,7.85,12,Pending,2025-01-07
LOAN0000513,CUST027774,ACC0005402,"Education Loan",236338.36,14.82,84,Closed,2025-10-16
LOAN0000514,CUST023290,ACC0011578,"Education Loan",4263983.76,9.51,24,Defaulted,2025-05-23
LOAN0000515,CUST061279,ACC0074501,"Personal Loan",2895800.24,16.43,120,Pending,2025-04-10
LOAN0000516,CUST056494,ACC0011534,"Business Loan",488221.80,6.34,0,Pending,2024-03-10
LOAN0000517,CUST009372,ACC0122446,"Car Loan",2101622.50,6.26,24,Closed,2025-04-20
LOAN0000518,CUST063172,ACC0012371,"Personal Loan",1485908.90,13.38,48,Pending,2025-06-22
LOAN0000519,CUST010797,ACC0062498,"Personal Loan",2259861.54,8.20,0,Active,2025-11-02
LOAN0000520,CUST005434,ACC0097010,"Business Loan",3040640.42,17.77,0,Defaulted,2023-06-09
LOAN0000521,CUST090361,ACC0044021,"Personal Loan",NULL,11.88,120,Defaulted,2025-10-30
LOAN0000522,CUST024913,ACC0123675,"Business Loan",3910553.49,6.97,24,Active,2025-02-14
LOAN0000523,CUST022371,ACC0036385,"Car Loan",4751859.83,11.90,0,Pending,2022-02-12
LOAN0000524,CUST069292,ACC0113001,"Business Loan",1194744.13,12.28,36,Pending,2023-01-27
LOAN0000525,CUST029671,ACC0083748,"Business Loan",4877792.81,14.64,120,Unknown,2023-05-18
LOAN0000526,CUST025424,ACC0016017,"Business Loan",4439540.27,11.71,84,Closed,2023-03-17
LOAN0000527,CUST043870,ACC0092408,"Business Loan",1093720.23,11.39,48,Defaulted,2022-08-18
LOAN0000528,CUST072611,ACC0012119,"Car Loan",4442713.30,8.13,36,Active,2025-06-21
LOAN0000529,CUST036235,ACC0004557,"Education Loan",2533368.51,11.71,48,Closed,2025-08-15
LOAN0000530,CUST048932,ACC0042119,"Personal Loan",4523286.03,6.20,12,Active,2023-07-29
LOAN0000531,CUST005355,ACC0085608,"Car Loan",2438288.45,12.73,120,Closed,2024-01-19
LOAN0000532,CUST039229,ACC0036237,"Car Loan",128953.27,14.57,120,Active,2023-02-23
LOAN0000533,CUST035494,ACC0122747,"Education Loan",2981691.73,14.51,84,Active,2023-04-25
LOAN0000534,CUST003346,ACC0037997,"Business Loan",1483433.92,16.84,0,Closed,2024-10-20
LOAN0000535,CUST044630,ACC0004041,"Education Loan",4104500.91,12.06,48,Active,2022-04-28
LOAN0000536,CUST069865,ACC0102477,"Education Loan",3776803.75,7.96,36,Active,2024-11-20
LOAN0000537,CUST054254,ACC0049431,"Business Loan",2179214.95,16.17,120,Defaulted,2023-01-02
LOAN0000538,CUST021326,ACC0035118,"Home Loan",4658856.29,12.75,12,Pending,2022-07-15
LOAN0000539,CUST000026,ACC0033370,"Car Loan",316769.41,10.82,36,Pending,2023-04-26
LOAN0000540,CUST066406,ACC0035374,"Personal Loan",896791.57,16.61,36,Defaulted,2022-01-17
LOAN0000541,CUST082740,ACC0045278,"Personal Loan",4191192.15,8.20,0,Active,2025-05-15
LOAN0000542,CUST090562,ACC0111525,"Car Loan",2687862.98,9.62,84,Unknown,2022-06-25
LOAN0000543,CUST015113,ACC0037742,"Home Loan",2176542.05,16.70,60,Closed,2024-05-29
