Transaction_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Channel,Amount,Balance_After_Transaction,Transaction_Status,Branch_ID
TXN000000240,ACC0000469,CUST024880,2024-05-22,Withdrawal,"mobile app",205354.15,2957855.07,Success,BR0044
TXN000000241,ACC0052206,CUST052364,2023-11-02,Upi,ATM,286847.93,618524.32,Success,BR0401
TXN000000242,ACC0073882,CUST097869,2025-07-13,"Card payment",POS,257180.21,4164969.07,Reversed,BR0041
TXN000000243,ACC0033386,CUST050020,2023-12-10,Transfer,UPI,45000.84,1175884.53,Success,BR0633
TXN000000244,ACC0000758,CUST080432,2023-07-14,Deposit,"mobile app",53972.34,4792330.21,Unknown,BR0981
TXN000000245,ACC0086685,CUST038064,2023-01-04,Upi,POS,31502.59,4474012.99,Unknown,BR0083
TXN000000246,ACC0075401,CUST063901,2022-06-30,Deposit,Branch,71986.14,775421.67,Success,BR0054
TXN000000247,ACC0061170,CUST013160,2025-09-25,"Atm withdrawal",Branch,0.00,5985901.65,Reversed,BR0212
TXN000000248,ACC0005853,CUST085061,2022-05-31,Unknown,"Internet Banking",103503.29,3306032.25,Success,BR0135
TXN000000249,ACC0077773,CUST013446,2023-04-14,Transfer,"Internet Banking",207601.70,2188282.96,Failed,BR0168
TXN000000250,ACC0034943,CUST075708,2023-01-17,Upi,"Mobile App",261100.31,1489413.62,Unknown,BR0087
TXN000000251,ACC0049170,CUST068442,2022-01-12,Deposit,UPI,221243.10,799304.27,Success,BR0737
TXN000000252,ACC0120498,CUST050316,2025-08-15,Deposit,ATM,54310.54,3969471.45,Pending,BR0550
TXN000000253,ACC0006406,CUST033441,2022-11-16,Unknown,ATM,185147.74,3132872.68,Reversed,BR0139
TXN000000254,ACC0034145,CUST017628,2025-03-27,Deposit,Unknown,33508.63,3804143.48,Success,BR0164
TXN000000255,ACC0103298,CUST047697,2025-01-12,"Atm withdrawal",POS,207034.32,478315.86,Success,BR0583
TXN000000256,ACC0018426,CUST050686,2022-07-06,"Loan payment",POS,15701.61,5194415.96,Success,BR0826
TXN000000257,ACC0010310,CUST094393,2025-06-30,Deposit,ATM,16860.67,4807790.37,Unknown,BR0829
TXN000000258,ACC0102996,CUST032340,2022-03-24,Withdrawal,Unknown,50464.11,568484.40,Success,BR0143
TXN000000259,ACC0111031,CUST086240,2023-12-23,Withdrawal,"Internet Banking",205266.44,5843576.91,Success,BR0874
TXN000000260,ACC0016639,CUST077467,2024-02-25,Transfer,"Mobile App",135781.69,2525386.05,Success,BR0445
TXN000000261,ACC0086111,CUST018126,2025-05-16,"Loan payment",ATM,108783.88,9612.35,Reversed,BR0966
TXN000000262,ACC0121278,CUST011055,2025-11-28,"Loan payment",ATM,33468.83,2623597.59,Success,BR0184
TXN000000263,ACC0124512,CUST032979,2023-09-30,"Loan payment",POS,143572.07,1214118.56,Success,BR0366
TXN000000264,ACC0017566,CUST024306,2024-05-24,Upi,"Mobile App",123291.40,924259.12,Pending,BR0556
TXN000000265,ACC0120430,CUST048295,2025-11-28,"Loan payment",Branch,30797.50,4965072.57,Pending,BR0007
TXN000000266,ACC0116036,CUST014005,2025-08-03,Unknown,ATM,140288.93,4275997.10,Success,BR0452
TXN000000267,ACC0047677,CUST059158,2025-08-28,"Atm withdrawal",ATM,203039.10,981434.10,Success,BR0860
TXN000000268,ACC0079077,CUST066751,2025-04-11,Deposit,ATM,155478.66,3651089.61,Success,BR0554
TXN000000269,ACC0114484,CUST012220,2022-01-14,"Atm withdrawal",ATM,97261.13,3224022.15,Success,BR0400
TXN000000270,ACC0016560,CUST035553,2023-06-13,Upi,POS,7149.89,2768942.04,Success,BR0918
TXN000000271,ACC0064224,CUST060243,2023-07-13,Deposit,ATM,151197.90,5848775.04,Failed,BR0871
TXN000000272,ACC0041245,CUST019687,2024-07-30,Transfer,UPI,92813.61,5028953.68,Success,BR0950
TXN000000273,ACC0003312,CUST032047,2023-03-26,"Loan payment","Mobile App",2069.54,2979125.86,Success,BR0083
TXN000000274,ACC0054025,CUST059098,2023-01-11,"Card payment",ATM,0.00,213991.52,Success,BR0611
TXN000000275,ACC0002445,CUST079740,2022-02-26,Upi,"Mobile App",198674.27,1870248.79,Success,BR0358
TXN000000276,ACC0037146,CUST098294,2022-03-05,Transfer,"mobile app",129815.16,2832025.99,Success,BR0197
TXN000000277,ACC0061398,CUST003044,2022-02-16,Unknown,"Internet Banking",46865.97,648117.04,Success,BR0025
TXN000000278,ACC0108952,CUST037296,2023-05-04,"Loan payment",ATM,296540.76,1534791.30,Failed,BR0537
TXN000000279,ACC0030547,CUST084247,2025-03-28,Withdrawal,POS,188678.76,5740817.49,Success,BR0865
TXN000000280,ACC0015485,CUST035069,2023-08-17,"Atm withdrawal",Unknown,185665.99,5795336.34,Failed,BR0951
TXN000000281,ACC0066223,CUST070546,2024-05-21,Withdrawal,ATM,242732.57,589003.62,Reversed,BR0197
TXN000000282,ACC0077650,CUST069375,2023-03-01,Deposit,Branch,236546.89,3157415.63,Success,BR0829
TXN000000283,ACC0038856,CUST072647,2023-02-22,Deposit,Branch,59415.76,1186378.41,Success,BR0452
TXN000000284,ACC0062498,CUST019399,2024-11-10,Withdrawal,Branch,245639.17,4815435.90,Unknown,BR0729
TXN000000285,ACC0000631,CUST031711,2025-08-02,Deposit,ATM,120618.89,77652.73,Success,BR0344
TXN000000286,ACC0019637,CUST044098,2022-01-01,Deposit,Unknown,125470.02,1549493.46,Unknown,BR0058
TXN000000287,ACC0042775,CUST069804,2022-09-27,Deposit,Unknown,95560.13,4592599.61,Success,BR0280
TXN000000288,ACC0094086,CUST080360,2025-01-24,"Card payment",POS,299733.95,3999532.10,Failed,BR0816
TXN000000289,ACC0129805,CUST021360,2024-10-05,Deposit,POS,186077.12,1691127.54,Success,BR0524
TXN000000290,ACC0103685,CUST073612,2023-01-02,"Card payment",ATM,135175.53,3827502.07,Failed,BR0458
TXN000000291,ACC0009802,CUST032786,2025-02-18,Deposit,ATM,116068.33,2611452.54,Pending,BR0777
TXN000000292,ACC0057180,CUST065543,2024-05-17,"Atm withdrawal","mobile app",120580.16,5834654.15,Failed,BR0174
TXN000000293,ACC0124991,CUST063309,2023-06-18,Transfer,POS,50484.40,1811504.74,Unknown,BR0069
TXN000000294,ACC0106444,CUST031068,2022-09-14,"Loan payment","Internet Banking",272248.02,2350951.93,Failed,BR0072
TXN000000295,ACC0035772,CUST018634,2023-12-01,"Card payment","mobile app",169227.80,5667689.76,Unknown,BR0987
TXN000000296,ACC0041238,CUST007343,2022-08-27,Deposit,ATM,169802.05,3692481.82,Success,BR0884
TXN000000297,ACC0124105,CUST031814,2024-08-09,"Loan payment",ATM,277392.14,4482244.96,Success,BR0915
TXN000000298,ACC0116751,CUST091679,2022-03-04,Unknown,UPI,250964.89,3059881.13,Unknown,BR0242
TXN000000299,ACC0089119,CUST049270,2023-09-13,Upi,Branch,186966.08,2407882.00,Success,BR0117
TXN000000300,ACC0005294,CUST050799,2022-01-05,Deposit,UPI,54603.22,5290936.80,Success,BR0376
TXN000000301,ACC0015593,CUST000239,2025-04-10,Unknown,ATM,216764.94,1849434.16,Reversed,BR0903
TXN000000302,ACC0074226,CUST034591,2023-09-10,Withdrawal,UPI,243340.59,3405388.81,Success,BR0006
TXN000000303,ACC0046903,CUST017075,2025-06-30,Withdrawal,ATM,198063.60,5693202.80,Success,BR0289
TXN000000304,ACC0103959,CUST010003,2022-07-29,Deposit,"Mobile App",273410.00,1808236.03,Success,BR0853
TXN000000305,ACC0099122,CUST090956,2023-01-18,Deposit,"Internet Banking",185536.54,456539.82,Failed,BR0644
TXN000000306,ACC0042528,CUST067763,2025-05-07,Deposit,ATM,193769.50,2094515.87,Pending,BR0483
TXN000000307,ACC0101401,CUST010724,2024-01-25,Transfer,UPI,221426.93,2931382.72,Success,BR0204
TXN000000308,ACC0104092,CUST084809,2024-06-30,"Loan payment","Internet Banking",102622.06,1094682.56,Success,BR0835
TXN000000309,ACC0129919,CUST066957,2022-09-05,Deposit,"mobile app",217813.23,3941655.65,Reversed,BR0436
TXN000000310,ACC0089272,CUST020142,2025-06-02,Upi,Branch,139628.54,1676146.10,Pending,BR0886
TXN000000311,ACC0053636,CUST015061,2023-04-30,"Atm withdrawal",UPI,19559.07,4672438.03,Success,BR0603
TXN000000312,ACC0008092,CUST070397,2023-10-13,Unknown,ATM,107931.76,1325216.99,Failed,BR0805
TXN000000313,ACC0072420,CUST033618,2022-01-08,"Atm withdrawal","Mobile App",107753.64,4069.21,Success,BR0657
TXN000000314,ACC0092449,CUST081119,2022-04-14,"Atm withdrawal","Mobile App",41051.15,3536655.86,Failed,BR0728
TXN000000315,ACC0056314,CUST085586,2025-12-12,Deposit,Unknown,0.00,5903267.99,Pending,BR0404
TXN000000316,ACC0125644,CUST046463,2023-01-02,"Card payment",ATM,156557.43,1567261.27,Success,BR0104
TXN000000317,ACC0048412,CUST080024,2022-08-23,"Card payment",ATM,42462.92,5088812.34,Success,BR0401
TXN000000318,ACC0055867,CUST006566,2022-09-04,Withdrawal,ATM,217019.30,3306540.33,Success,BR0840
TXN000000319,ACC0016486,CUST009997,2023-06-04,Deposit,ATM,277863.88,3848602.70,Success,BR0471
TXN000000320,ACC0116617,CUST008940,2022-09-05,"Card payment","Mobile App",13236.22,5736110.00,Success,BR0356
TXN000000321,ACC0083635,CUST014057,2025-12-12,Withdrawal,UPI,286290.57,4917302.02,Unknown,BR0670
TXN000000322,ACC0001737,CUST066294,2024-12-04,Unknown,"mobile app",137129.88,4459785.84,Reversed,BR0597
TXN000000323,ACC0042294,CUST066631,2022-03-15,"Card payment",ATM,199984.11,2065711.36,Failed,BR0402
TXN000000324,ACC0007280,CUST050100,2022-08-10,Withdrawal,Unknown,93427.88,1774637.75,Reversed,BR0716
TXN000000325,ACC0037211,CUST049083,2025-04-07,Deposit,POS,65714.54,1842520.84,Pending,BR0924
TXN000000326,ACC0093249,CUST008986,2025-04-11,"Card payment","Mobile App",41139.20,3647419.31,Failed,BR0217
TXN000000327,ACC0016638,CUST026116,2024-05-21,Transfer,"mobile app",265206.52,788818.20,Reversed,BR0423
TXN000000328,ACC0119502,CUST004642,2022-06-22,"Card payment",Branch,196777.07,5491936.36,Unknown,BR0240
TXN000000329,ACC0104208,CUST018936,2025-08-11,Upi,ATM,72921.80,1940789.80,Success,BR0078
TXN000000330,ACC0064731,CUST060105,2024-10-07,Deposit,"mobile app",201066.36,4019371.00,Pending,BR0077
TXN000000331,ACC0104171,CUST030242,2022-08-17,Unknown,UPI,29170.62,1221783.56,Pending,BR0360
TXN000000332,ACC0039304,CUST048345,2024-06-18,"Atm withdrawal",Unknown,103511.28,5493427.31,Success,BR0890
TXN000000333,ACC0113702,CUST013756,2023-07-25,"Atm withdrawal",ATM,112460.39,194522.18,Success,BR0539
TXN000000334,ACC0003564,CUST030208,2025-06-12,Withdrawal,ATM,222019.20,4324052.97,Success,BR0350
TXN000000335,ACC0050097,CUST063349,2023-04-16,Upi,Unknown,229287.88,841092.49,Success,BR0407
TXN000000336,ACC0090484,CUST059009,2025-06-22,"Atm withdrawal",Unknown,146749.63,1778630.98,Unknown,BR0167
TXN000000337,ACC0012615,CUST011522,2022-01-10,Upi,ATM,134817.01,1191152.44,Pending,BR0243
TXN000000338,ACC0059723,CUST094747,2024-06-15,Unknown,"mobile app",114960.22,2864812.54,Reversed,BR0324
TXN000000339,ACC0029617,CUST042298,2025-08-25,"Atm withdrawal",POS,101410.74,2677436.99,Unknown,BR0124
TXN000000340,ACC0047927,CUST082510,2024-05-06,"Atm withdrawal","mobile app",231316.19,1466780.62,Success,BR0716
TXN000000341,ACC0016436,CUST069653,2024-09-29,Unknown,Unknown,226667.12,5030750.49,Success,BR0811
TXN000000342,ACC0024140,CUST069374,2023-02-12,Withdrawal,"Mobile App",215249.27,3175508.17,Failed,BR0305
TXN000000343,ACC0079336,CUST037265,2022-11-18,Deposit,ATM,75586.57,3360133.47,Failed,BR0619
TXN000000344,ACC0085950,CUST060922,2023-07-28,Deposit,"Mobile App",25724.56,5923915.53,Success,BR0570
TXN000000345,ACC0051828,CUST003997,2025-10-27,Deposit,"mobile app",27696.25,3551527.16,Failed,BR0094
TXN000000346,ACC0017393,CUST072802,2022-01-10,Deposit,Unknown,119325.33,4317307.02,Pending,BR0227
TXN000000347,ACC0031781,CUST044653,2023-09-08,Withdrawal,UPI,115059.48,4999497.42,Failed,BR0740
TXN000000348,ACC0103713,CUST067162,2024-09-02,"Card payment",Unknown,295808.79,2261735.68,Reversed,BR0688
TXN000000349,ACC0045352,CUST094771,2022-07-24,Deposit,POS,220343.01,5958991.90,Failed,BR0882
TXN000000350,ACC0077876,CUST087810,2024-03-14,Withdrawal,"mobile app",208386.78,4530477.94,Success,BR0828
TXN000000351,ACC0110506,CUST017096,2022-12-02,"Card payment","mobile app",276965.76,3291876.51,Success,BR0321
TXN000000352,ACC0034771,CUST055822,2022-12-09,Upi,ATM,255648.70,752432.21,Failed,BR0598
TXN000000353,ACC0098242,CUST022656,2024-02-11,Transfer,"Internet Banking",141509.06,592473.64,Pending,BR0484
TXN000000354,ACC0089780,CUST037013,2022-08-08,Deposit,"Internet Banking",253568.84,3095835.12,Success,BR0259
TXN000000355,ACC0068890,CUST040400,2022-12-07,"Card payment",ATM,128567.35,4643862.48,Reversed,BR0891
TXN000000356,ACC0005760,CUST046334,2023-10-25,Unknown,ATM,0.00,3309515.80,Unknown,BR0382
TXN000000357,ACC0088816,CUST055511,2025-10-27,Withdrawal,"Mobile App",106795.43,723232.95,Success,BR0160
TXN000000358,ACC0013582,CUST008126,2022-10-02,"Card payment","mobile app",262781.21,1990148.86,Success,BR0969
TXN000000359,ACC0040567,CUST067286,2023-10-17,"Atm withdrawal",Branch,201257.17,5999554.36,Success,BR0782
TXN000000360,ACC0014267,CUST058178,2023-11-24,"Card payment",ATM,58045.56,1491977.55,Success,BR0132
TXN000000361,ACC0084734,CUST038070,2023-08-30,Withdrawal,ATM,234805.90,623562.73,Pending,BR0031
TXN000000362,ACC0074442,CUST000005,2023-11-09,Withdrawal,ATM,92816.59,2240627.64,Success,BR0511
TXN000000363,ACC0017953,CUST073247,2025-08-29,"Loan payment",ATM,190556.71,5238720.86,Reversed,BR0708
TXN000000364,ACC0025982,CUST067166,2024-09-25,Unknown,ATM,218163.85,2838864.08,Success,BR0704
TXN000000365,ACC0061437,CUST046099,2024-04-07,"Card payment",ATM,71954.97,4284904.55,Reversed,BR0483
TXN000000366,ACC0129198,CUST062075,2023-05-05,Unknown,"Internet Banking",247348.91,1284866.60,Success,BR0385
TXN000000367,ACC0062318,CUST060494,2023-08-24,Withdrawal,Unknown,252962.00,4571446.18,Failed,BR0057
TXN000000368,ACC0031616,CUST072017,2024-07-07,Withdrawal,Unknown,204693.21,4149671.25,Success,BR0314
TXN000000369,ACC0071591,CUST037871,2023-11-15,Unknown,UPI,5366.19,4420486.16,Pending,BR0726
TXN000000370,ACC0107342,CUST092447,2022-05-04,"Atm withdrawal",POS,272497.17,3689190.32,Success,BR0256
TXN000000371,ACC0022350,CUST034647,2025-01-16,Upi,UPI,5739.52,4868869.51,Failed,BR0312
TXN000000372,ACC0016917,CUST080812,2024-08-16,Deposit,UPI,88258.93,931976.23,Failed,BR0753
TXN000000373,ACC0076881,CUST016928,2025-07-28,"Atm withdrawal","Internet Banking",292953.71,0.00,Success,BR0810
TXN000000374,ACC0077123,CUST051732,2025-04-21,Withdrawal,"mobile app",295991.93,5507455.68,Failed,BR0425
TXN000000375,ACC0104053,CUST011545,2024-12-04,Withdrawal,Unknown,37441.21,3876085.00,Pending,BR0750
TXN000000376,ACC0058448,CUST077905,2024-04-24,"Atm withdrawal",UPI,130357.61,4453212.48,Success,BR0419
TXN000000377,ACC0031383,CUST089069,2023-09-13,Deposit,POS,50546.68,3781310.87,Pending,BR0209
TXN000000378,ACC0023129,CUST046698,2025-12-18,Withdrawal,UPI,229718.46,2205330.24,Pending,BR0038
TXN000000379,ACC0005487,CUST022611,2024-03-07,Upi,ATM,249754.66,559202.37,Pending,BR0198
TXN000000380,ACC0005828,CUST092992,2023-07-28,"Atm withdrawal","Internet Banking",55236.39,3794755.04,Success,BR0334
TXN000000381,ACC0010456,CUST024606,2025-10-15,"Loan payment","Mobile App",205551.82,2210527.14,Reversed,BR0258
TXN000000382,ACC0016426,CUST080881,2025-05-29,Upi,Unknown,290153.17,782671.54,Reversed,BR0154
TXN000000383,ACC0047722,CUST094367,2024-10-25,"Loan payment",Unknown,123395.31,3297262.77,Success,BR0264
TXN000000384,ACC0069342,CUST029165,2023-12-28,"Loan payment","Mobile App",85935.66,1855305.51,Success,BR0667
TXN000000385,ACC0001233,CUST071779,2024-07-09,"Loan payment",UPI,294004.66,3057881.99,Reversed,BR0919
TXN000000386,ACC0113811,CUST033757,2025-08-14,Deposit,"Internet Banking",47864.19,920407.26,Unknown,BR0903
TXN000000387,ACC0059400,CUST003025,2024-07-25,"Atm withdrawal",POS,283160.16,187427.52,Success,BR0468
TXN000000388,ACC0044995,CUST034791,2024-12-31,Unknown,"mobile app",246590.28,3644864.27,Success,BR0269
TXN000000389,ACC0120892,CUST099979,2023-06-18,Deposit,"Internet Banking",71662.85,2389328.13,Success,BR0621
TXN000000390,ACC0068378,CUST052167,2023-01-23,Upi,UPI,146093.85,1286134.16,Pending,BR0830
TXN000000391,ACC0064597,CUST037043,2022-03-30,Unknown,POS,142430.48,1257138.52,Unknown,BR0779
TXN000000392,ACC0095419,CUST010181,2025-09-26,Transfer,POS,218126.51,585120.58,Success,BR0759
TXN000000393,ACC0113104,CUST029781,2023-12-27,"Loan payment",UPI,233033.53,5551577.14,Success,BR0714
TXN000000394,ACC0021724,CUST022182,2024-04-14,"Card payment","Mobile App",212853.49,3475438.79,Pending,BR0231
TXN000000395,ACC0100815,CUST011094,2025-03-13,Upi,Branch,253188.28,2628461.64,Pending,BR0030
TXN000000396,ACC0102473,CUST005413,2024-12-05,Withdrawal,"mobile app",123472.61,3502942.58,Unknown,BR0695
TXN000000397,ACC0005318,CUST003817,2023-11-14,Transfer,Unknown,182820.46,1940785.05,Pending,BR0581
TXN000000398,ACC0101005,CUST026849,2025-09-10,Transfer,"Mobile App",201861.95,398915.87,Success,BR0643
TXN000000399,ACC0083822,CUST083323,2022-07-11,Withdrawal,ATM,207933.52,1166593.74,Success,BR0418
TXN000000400,ACC0111705,CUST059786,2025-05-20,"Card payment",Unknown,56258.69,5664042.51,Reversed,BR0456
TXN000000401,ACC0008065,CUST000591,2022-11-02,Upi,"Mobile App",228228.12,3259084.45,Failed,BR0044
TXN000000402,ACC0014483,CUST006920,2025-03-02,Withdrawal,POS,43406.57,4171379.82,Success,BR0635
TXN000000403,ACC0100583,CUST004552,2024-06-13,"Card payment",Branch,160019.43,5464920.33,Success,BR0964
TXN000000404,ACC0094853,CUST072300,2023-09-25,"Loan payment",ATM,226417.20,4796755.39,Success,BR0985
TXN000000405,ACC0003477,CUST075121,2022-07-26,Unknown,ATM,147171.78,3747517.32,Success,BR0563
TXN000000406,ACC0103849,CUST016215,2023-05-30,Upi,ATM,17203.12,5155608.10,Success,BR0045
TXN000000407,ACC0081763,CUST075079,2024-05-24,Deposit,ATM,0.00,3277811.31,Success,BR0843
TXN000000408,ACC0063268,CUST030364,2022-12-04,Upi,UPI,56636.24,5977483.70,Success,BR0403
TXN000000409,ACC0027405,CUST019188,2023-03-23,Unknown,"mobile app",215165.20,2011633.95,Unknown,BR0084
TXN000000410,ACC0024953,CUST032138,2022-09-02,Withdrawal,UPI,264796.72,4184469.59,Success,BR0073
TXN000000411,ACC0121621,CUST064888,2022-09-20,Deposit,ATM,237938.77,3577943.55,Success,BR0005
TXN000000412,ACC0053883,CUST088117,2023-08-19,Withdrawal,Branch,131900.93,234363.19,Success,BR0665
TXN000000413,ACC0113678,CUST044158,2025-07-05,Upi,Unknown,55977.69,2529507.50,Reversed,BR0412
TXN000000414,ACC0101721,CUST043271,2024-03-06,"Loan payment",ATM,260349.72,4474731.17,Pending,BR0778
TXN000000415,ACC0094109,CUST056652,2024-10-12,Deposit,"mobile app",277433.79,2083584.91,Failed,BR0439
TXN000000416,ACC0059213,CUST052301,2025-12-24,Transfer,ATM,74477.46,2601265.30,Success,BR0468
TXN000000417,ACC0092311,CUST041027,2022-07-09,Deposit,POS,146884.90,0.00,Success,BR0039
TXN000000418,ACC0121910,CUST030929,2025-07-25,Withdrawal,Branch,183062.29,2960845.76,Reversed,BR0003
TXN000000419,ACC0000365,CUST003826,2025-12-24,Deposit,Unknown,109070.00,4462137.25,Pending,BR0424
TXN000000420,ACC0033467,CUST098255,2022-01-09,Unknown,ATM,254501.41,2961555.78,Pending,BR0744
TXN000000421,ACC0077334,CUST004090,2023-11-05,Unknown,Branch,192998.04,500623.73,Pending,BR0289
TXN000000422,ACC0058084,CUST043591,2025-08-05,Transfer,UPI,238498.73,3939657.01,Unknown,BR0561
TXN000000423,ACC0018994,CUST084975,2024-10-07,"Atm withdrawal","Mobile App",35361.19,5818152.58,Success,BR0052
TXN000000424,ACC0005176,CUST096034,2023-06-07,"Atm withdrawal",ATM,17199.56,5423958.03,Failed,BR0822
TXN000000425,ACC0098749,CUST081399,2024-02-15,Deposit,Branch,166586.78,291807.82,Reversed,BR0809
TXN000000426,ACC0112126,CUST034768,2023-03-12,Unknown,"Internet Banking",117168.04,488100.33,Success,BR0554
TXN000000427,ACC0125893,CUST082473,2022-10-18,Withdrawal,Branch,138645.62,4856651.76,Unknown,BR0448
TXN000000428,ACC0106310,CUST023790,2025-02-01,"Card payment",ATM,162729.67,3420827.01,Reversed,BR0915
TXN000000429,ACC0115349,CUST040042,2023-02-12,"Loan payment",Unknown,52110.98,2864760.38,Reversed,BR0070
TXN000000430,ACC0108761,CUST072423,2024-06-17,Withdrawal,"Mobile App",282070.78,5900145.06,Success,BR0568
TXN000000431,ACC0060761,CUST027892,2024-05-30,Deposit,"mobile app",69357.41,5699803.23,Success,BR0230
TXN000000432,ACC0080154,CUST072054,2025-09-18,Unknown,ATM,250992.29,1660972.76,Failed,BR0355
TXN000000433,ACC0023706,CUST002746,2023-05-02,Transfer,"Internet Banking",191863.58,3880839.25,Reversed,BR0591
TXN000000434,ACC0122649,CUST023723,2023-07-31,Upi,Unknown,22251.71,5605219.64,Success,BR0213
TXN000000435,ACC0122478,CUST007213,2025-10-13,Upi,Unknown,136930.52,1799490.32,Failed,BR0175
TXN000000436,ACC0107015,CUST065571,2022-07-08,Upi,Unknown,1195.52,3839446.37,Success,BR0454
TXN000000437,ACC0068928,CUST077717,2022-06-08,Withdrawal,ATM,27645.64,1870911.61,Pending,BR0454
TXN000000438,ACC0049627,CUST034622,2022-02-02,"Atm withdrawal","Internet Banking",9103.37,3228885.10,Success,BR0937
TXN000000439,ACC0092898,CUST043578,2022-08-18,Withdrawal,Unknown,199421.67,1569700.14,Failed,BR0526
TXN000000440,ACC0089984,CUST014372,2022-08-09,"Card payment",ATM,225514.46,2010534.87,Success,BR0104
TXN000000441,ACC0126920,CUST035493,2022-10-04,Deposit,Branch,32540.42,3607556.00,Failed,BR0037
TXN000000442,ACC0073885,CUST076528,2023-02-07,Upi,"Internet Banking",274061.00,4874953.07,Success,BR0878
TXN000000443,ACC0067218,CUST009925,2023-09-24,Deposit,"mobile app",3063.45,956028.78,Pending,BR0447
TXN000000444,ACC0017794,CUST095539,2023-07-05,Deposit,Unknown,63317.14,3613267.63,Success,BR0758
TXN000000445,ACC0119977,CUST029215,2024-06-26,"Loan payment",Branch,193464.14,2554811.49,Pending,BR0848
TXN000000446,ACC0110664,CUST050945,2022-06-02,Transfer,POS,259260.42,5862936.33,Success,BR0133
TXN000000447,ACC0024555,CUST043719,2022-04-23,"Loan payment","mobile app",134231.94,2210549.46,Reversed,BR0576
TXN000000448,ACC0026693,CUST073493,2025-01-23,Withdrawal,Branch,245391.67,695969.32,Unknown,BR0658
TXN000000449,ACC0077924,CUST090869,2025-09-03,Upi,"mobile app",110752.86,2067395.57,Success,BR0924
TXN000000450,ACC0041359,CUST053894,2023-08-08,Transfer,ATM,253525.89,1116035.77,Failed,BR0021
TXN000000451,ACC0052418,CUST074954,2025-05-02,"Atm withdrawal",ATM,289616.06,4803145.71,Reversed,BR0219
TXN000000452,ACC0025871,CUST036046,2024-06-18,Withdrawal,"Internet Banking",48169.81,3331438.38,Unknown,BR0703
TXN000000453,ACC0096011,CUST009739,2025-06-28,Transfer,POS,121516.06,3301542.95,Unknown,BR0864
TXN000000454,ACC0115039,CUST055220,2025-09-05,"Loan payment",Unknown,50667.54,4034848.78,Unknown,BR0979
TXN000000455,ACC0079579,CUST049763,2023-09-21,Deposit,Unknown,3924.95,5297415.70,Success,BR0941
TXN000000456,ACC0099765,CUST020220,NULL,Withdrawal,"mobile app",202882.63,951422.67,Pending,BR0667
TXN000000457,ACC0071741,CUST021861,2023-03-11,Transfer,"mobile app",249937.81,259180.84,Reversed,BR0311
TXN000000458,ACC0099701,CUST021820,2023-07-25,Unknown,ATM,193107.05,5195520.23,Success,BR0884
TXN000000459,ACC0128356,CUST045859,2024-06-09,"Loan payment",ATM,213770.97,536449.24,Success,BR0400
TXN000000460,ACC0027409,CUST044097,NULL,Transfer,Unknown,44566.15,1865987.49,Success,BR0898
TXN000000461,ACC0097827,CUST083933,2025-02-27,Deposit,ATM,116995.32,2794833.41,Unknown,BR0656
TXN000000462,ACC0115340,CUST065717,2023-10-01,Deposit,ATM,1749.96,248734.02,Unknown,BR0598
TXN000000463,ACC0005541,CUST080968,2024-05-02,"Card payment",Unknown,299110.38,4919784.09,Success,BR0842
TXN000000464,ACC0110260,CUST063887,2022-11-07,Upi,Unknown,173199.16,3528351.17,Success,BR0485
TXN000000465,ACC0091867,CUST091053,2025-11-23,Upi,ATM,198121.50,882426.70,Reversed,BR0508
TXN000000466,ACC0011924,CUST021729,2023-08-16,Withdrawal,POS,172571.36,2840448.59,Success,BR0959
TXN000000467,ACC0020539,CUST082293,2025-02-08,"Loan payment",UPI,266112.33,3992768.82,Success,BR0835
TXN000000468,ACC0098191,CUST037412,2022-10-30,Deposit,Branch,2820.65,3637143.32,Success,BR0067
TXN000000469,ACC0047286,CUST049674,2023-01-01,Deposit,"mobile app",14444.59,684909.90,Success,BR0484
TXN000000470,ACC0046746,CUST079278,2022-03-20,"Card payment","mobile app",6364.38,3671185.96,Failed,BR0052
TXN000000471,ACC0047341,CUST006262,2025-11-25,"Atm withdrawal",Branch,53069.35,586672.20,Pending,BR0797
TXN000000472,ACC0080381,CUST058941,2025-04-18,Unknown,"Mobile App",107616.54,2256547.96,Failed,BR0195
TXN000000473,ACC0002561,CUST028799,2025-04-03,Deposit,"mobile app",277167.36,4569044.80,Success,BR0779
TXN000000474,ACC0068108,CUST071078,2023-10-18,"Card payment","Internet Banking",235914.11,4323400.59,Failed,BR0475
TXN000000475,ACC0067724,CUST084898,2024-03-13,Unknown,ATM,116995.41,3500934.45,Pending,BR0215
TXN000000476,ACC0056885,CUST046633,2022-09-03,Upi,ATM,96119.26,767451.73,Success,BR0429
TXN000000477,ACC0034504,CUST056716,2022-08-28,Withdrawal,ATM,258980.80,5232479.91,Pending,BR0752
TXN000000478,ACC0076524,CUST097013,2022-07-06,Unknown,ATM,279736.66,3375931.97,Reversed,BR0761
TXN000000479,ACC0033657,CUST067041,2025-04-30,Withdrawal,ATM,262422.70,1226263.43,Success,BR0271
TXN000000480,ACC0086693,CUST014486,2024-03-07,Withdrawal,"Mobile App",39963.85,1190343.86,Failed,BR0850
TXN000000481,ACC0074014,CUST074208,2023-01-19,"Loan payment","mobile app",273411.24,1661343.31,Success,BR0712
