Branch_ID,Branch_Name,City,State,Total_txn_Count,Total_Txn_Amount
BR0282,"Delhi Branch 282",Delhi,Delhi,1022,149257511.34
BR0527,"Alwar Branch 527",Alwar,Rajasthan,999,149247324.19
BR0993,"Chandigarh Branch 993",Chandigarh,Chandigarh,987,149245922.07
BR0521,"Mumbai Branch 521",Mumbai,Maharashtra,1000,149233031.55
BR0013,"Chennai Branch 13",Chennai,"Tamil Nadu",1014,149213382.90
BR0395,"Lucknow Branch 395",Lucknow,"Uttar Pradesh",993,149174882.40
BR0087,"Bengaluru Branch 87",Bengaluru,Karnataka,1028,149173185.64
BR0141,"Udaipur Branch 141",Udaipur,Rajasthan,1024,149168105.64
BR0888,"Udaipur Branch 888",Udaipur,Rajasthan,1016,149148537.47
BR0975,"Delhi Branch 975",Delhi,Delhi,1012,149145409.11
BR0031,"Hyderabad Branch 31",Hyderabad,Telangana,990,149137569.02
BR0148,"Hyderabad Branch 148",Hyderabad,Telangana,1020,149130811.50
BR0257,"Alwar Branch 257",Alwar,Rajasthan,1003,149117013.39
BR0371,"Kota Branch 371",Kota,Rajasthan,984,149116969.68
BR0970,"Indore Branch 970",Indore,"Madhya Pradesh",971,149107447.88
BR0606,"Surat Branch 606",Surat,Gujarat,1065,149101549.97
BR0352,"Kolkata Branch 352",Kolkata,"West Bengal",1009,149077852.03
BR0608,"Alwar Branch 608",Alwar,Rajasthan,972,149058765.84
BR0526,"Kolkata Branch 526",Kolkata,"West Bengal",1029,149043137.51
BR0032,"Kota Branch 32",Kota,Rajasthan,1017,149040252.36
BR0530,"Jodhpur Branch 530",Jodhpur,Rajasthan,1030,149018796.89
BR0201,"Pune Branch 201",Pune,Maharashtra,997,149007817.78
BR0868,"Hyderabad Branch 868",Hyderabad,Telangana,1011,149005017.03
BR0568,"Chandigarh Branch 568",Chandigarh,Chandigarh,1002,148971248.06
BR0332,"Bhopal Branch 332",Bhopal,"Madhya Pradesh",1004,148964215.24
BR0998,"Lucknow Branch 998",Lucknow,"Uttar Pradesh",994,148949158.22
BR0518,"Indore Branch 518",Indore,"Madhya Pradesh",1009,148882715.47
BR0377,"Ahmedabad Branch 377",Ahmedabad,Gujarat,980,148868573.26
BR0391,"Bengaluru Branch 391",Bengaluru,Karnataka,999,148865844.09
BR0255,"Alwar Branch 255",Alwar,Rajasthan,1024,148851322.72
BR0670,"Hyderabad Branch 670",Hyderabad,Telangana,1031,148846602.31
BR0729,"Hyderabad Branch 729",Hyderabad,Telangana,984,148815207.70
BR0364,"Delhi Branch 364",Delhi,Delhi,1009,148791672.42
BR0732,"Alwar Branch 732",Alwar,Rajasthan,1003,148787319.08
BR0783,"Jaipur Branch 783",Jaipur,Rajasthan,1005,148781884.68
BR0678,"Udaipur Branch 678",Udaipur,Rajasthan,978,148773035.91
BR0235,"Pune Branch 235",Pune,Maharashtra,1015,148744314.86
BR0314,"Alwar Branch 314",Alwar,Rajasthan,1010,148732422.54
BR0598,"Surat Branch 598",Surat,Gujarat,1020,148732070.67
BR0968,"Kolkata Branch 968",Kolkata,"West Bengal",976,148710235.73
BR0163,"Surat Branch 163",Surat,Gujarat,1044,148705435.39
BR0693,"Delhi Branch 693",Delhi,Delhi,1043,148651770.69
BR0784,"Delhi Branch 784",Delhi,Delhi,1009,148649975.91
BR0796,"Surat Branch 796",Surat,Gujarat,997,148619223.73
BR0199,"Udaipur Branch 199",Udaipur,Rajasthan,985,148588877.83
BR0366,"Indore Branch 366",Indore,"Madhya Pradesh",1009,148561806.52
BR0129,"Delhi Branch 129",Delhi,Delhi,1039,148545391.20
BR0840,"Jaipur Branch 840",Jaipur,Rajasthan,996,148538624.64
BR0787,"Kolkata Branch 787",Kolkata,"West Bengal",986,148526222.39
BR0631,"Indore Branch 631",Indore,"Madhya Pradesh",1008,148524449.64
BR0578,"Bengaluru Branch 578",Bengaluru,Karnataka,983,148523993.84
BR0817,"Indore Branch 817",Indore,"Madhya Pradesh",1002,148512084.59
BR0801,"Pune Branch 801",Pune,Maharashtra,1013,148490805.04
BR0921,"Surat Branch 921",Surat,Gujarat,1029,148484493.31
BR0987,"Chennai Branch 987",Chennai,"Tamil Nadu",1023,148468519.25
BR0313,"Udaipur Branch 313",Udaipur,Rajasthan,1028,148459923.17
BR0706,"Kota Branch 706",Kota,Rajasthan,1026,148458132.02
BR0055,"Kota Branch 55",Kota,Rajasthan,994,148454115.30
BR0741,"Bhopal Branch 741",Bhopal,"Madhya Pradesh",1023,148407337.76
BR0509,"Indore Branch 509",Indore,"Madhya Pradesh",1021,148398431.17
BR0056,"Alwar Branch 56",Alwar,Rajasthan,1011,148376679.53
BR0269,"Pune Branch 269",Pune,Maharashtra,1011,148331719.89
BR0726,"Alwar Branch 726",Alwar,Rajasthan,1016,148327908.22
BR0839,"Mumbai Branch 839",Mumbai,Maharashtra,1006,148295875.88
BR0334,"Pune Branch 334",Pune,Maharashtra,1023,148245236.22
BR0375,"Mumbai Branch 375",Mumbai,Maharashtra,983,148241767.36
BR0289,"Pune Branch 289",Pune,Maharashtra,1034,148240324.40
BR0604,"Mumbai Branch 604",Mumbai,Maharashtra,1005,148233544.11
BR0462,"Indore Branch 462",Indore,"Madhya Pradesh",998,148230663.05
BR0310,"Kolkata Branch 310",Kolkata,"West Bengal",1001,148220298.39
BR0111,"Surat Branch 111",Surat,Gujarat,1022,148209125.55
BR0855,"Kolkata Branch 855",Kolkata,"West Bengal",994,148200598.36
BR0127,"Mumbai Branch 127",Mumbai,Maharashtra,1012,148171679.62
BR0160,"Mumbai Branch 160",Mumbai,Maharashtra,1008,148160549.79
BR0714,"Jaipur Branch 714",Jaipur,Rajasthan,1011,148155399.16
BR0234,"Ahmedabad Branch 234",Ahmedabad,Gujarat,999,148148974.21
BR0724,"Delhi Branch 724",Delhi,Delhi,1007,148134733.01
BR0864,"Alwar Branch 864",Alwar,Rajasthan,1008,148127067.92
BR0249,"Chennai Branch 249",Chennai,"Tamil Nadu",1031,148117982.26
BR0300,"Bhopal Branch 300",Bhopal,"Madhya Pradesh",983,148109370.14
BR0942,"Mumbai Branch 942",Mumbai,Maharashtra,1003,148096790.68
BR0959,"Hyderabad Branch 959",Hyderabad,Telangana,1001,148094369.52
BR0421,"Lucknow Branch 421",Lucknow,"Uttar Pradesh",1009,148088478.32
BR0142,"Bhopal Branch 142",Bhopal,"Madhya Pradesh",997,148081416.87
BR0660,"Bhopal Branch 660",Bhopal,"Madhya Pradesh",1009,148058083.88
BR0170,"Lucknow Branch 170",Lucknow,"Uttar Pradesh",1018,148054166.45
BR0503,"Bengaluru Branch 503",Bengaluru,Karnataka,1012,148052408.93
BR0446,"Udaipur Branch 446",Udaipur,Rajasthan,1011,147977077.57
BR0803,"Kota Branch 803",Kota,Rajasthan,991,147960556.71
BR0033,"Pune Branch 33",Pune,Maharashtra,1021,147956664.17
BR0627,"Bhopal Branch 627",Bhopal,"Madhya Pradesh",995,147935557.04
BR0931,"Chandigarh Branch 931",Chandigarh,Chandigarh,1017,147931533.72
BR0144,"Bengaluru Branch 144",Bengaluru,Karnataka,1027,147931340.84
BR0184,"Delhi Branch 184",Delhi,Delhi,1005,147925929.41
BR0060,"Chennai Branch 60",Chennai,"Tamil Nadu",993,147919514.72
BR0809,"Kolkata Branch 809",Kolkata,"West Bengal",1005,147906519.14
BR0659,"Bhopal Branch 659",Bhopal,"Madhya Pradesh",1000,147897896.25
BR0187,"Udaipur Branch 187",Udaipur,Rajasthan,990,147860278.89
BR0194,"Surat Branch 194",Surat,Gujarat,1024,147857020.41
BR0113,"Chandigarh Branch 113",Chandigarh,Chandigarh,1013,147844765.67
BR0974,"Chennai Branch 974",Chennai,"Tamil Nadu",1012,147814173.71
BR0560,"Alwar Branch 560",Alwar,Rajasthan,985,147813046.42
BR0900,"Chandigarh Branch 900",Chandigarh,Chandigarh,1013,147797353.53
BR0877,"Chandigarh Branch 877",Chandigarh,Chandigarh,1026,147791002.10
BR0343,"Indore Branch 343",Indore,"Madhya Pradesh",1024,147782965.20
BR0592,"Pune Branch 592",Pune,Maharashtra,1012,147780494.78
BR0849,"Jaipur Branch 849",Jaipur,Rajasthan,1030,147771493.06
BR0506,"Lucknow Branch 506",Lucknow,"Uttar Pradesh",1023,147765079.34
BR0382,"Chennai Branch 382",Chennai,"Tamil Nadu",1006,147739124.85
BR0940,"Bhopal Branch 940",Bhopal,"Madhya Pradesh",1012,147719597.70
BR0229,"Mumbai Branch 229",Mumbai,Maharashtra,1023,147717064.16
BR0006,"Jaipur Branch 6",Jaipur,Rajasthan,1031,147705098.02
BR0634,"Bhopal Branch 634",Bhopal,"Madhya Pradesh",994,147689771.55
BR0765,"Chandigarh Branch 765",Chandigarh,Chandigarh,961,147686314.47
BR0833,"Alwar Branch 833",Alwar,Rajasthan,1015,147662860.47
BR0432,"Alwar Branch 432",Alwar,Rajasthan,1030,147652763.80
BR0825,"Chandigarh Branch 825",Chandigarh,Chandigarh,995,147601714.91
BR0322,"Chandigarh Branch 322",Chandigarh,Chandigarh,1018,147585989.69
BR0941,"Ahmedabad Branch 941",Ahmedabad,Gujarat,998,147567754.73
BR0672,"Bengaluru Branch 672",Bengaluru,Karnataka,979,147562865.17
BR0323,"Kota Branch 323",Kota,Rajasthan,1017,147556190.04
BR0639,"Ahmedabad Branch 639",Ahmedabad,Gujarat,1028,147531184.14
BR0475,"Pune Branch 475",Pune,Maharashtra,974,147528663.79
BR0607,"Jodhpur Branch 607",Jodhpur,Rajasthan,990,147512426.82
BR0555,"Udaipur Branch 555",Udaipur,Rajasthan,1018,147497759.31
BR0641,"Surat Branch 641",Surat,Gujarat,1009,147494844.96
BR0682,"Chandigarh Branch 682",Chandigarh,Chandigarh,983,147471803.46
BR0589,"Mumbai Branch 589",Mumbai,Maharashtra,1004,147461702.39
BR0905,"Ahmedabad Branch 905",Ahmedabad,Gujarat,996,147445512.76
BR0182,"Udaipur Branch 182",Udaipur,Rajasthan,1004,147445139.70
BR0207,"Bengaluru Branch 207",Bengaluru,Karnataka,1003,147439062.86
BR0239,"Udaipur Branch 239",Udaipur,Rajasthan,1007,147433923.81
BR0205,"Pune Branch 205",Pune,Maharashtra,1019,147425529.75
BR0854,"Pune Branch 854",Pune,Maharashtra,987,147416292.16
BR0664,"Surat Branch 664",Surat,Gujarat,984,147407969.73
BR0762,"Chennai Branch 762",Chennai,"Tamil Nadu",1006,147373881.82
BR0041,"Bengaluru Branch 41",Bengaluru,Karnataka,1023,147361647.42
BR0882,"Lucknow Branch 882",Lucknow,"Uttar Pradesh",983,147336054.63
BR0611,"Kota Branch 611",Kota,Rajasthan,1001,147317658.77
BR0654,"Alwar Branch 654",Alwar,Rajasthan,987,147314088.29
BR0673,"Bhopal Branch 673",Bhopal,"Madhya Pradesh",1017,147312928.22
BR0860,"Udaipur Branch 860",Udaipur,Rajasthan,1024,147280477.71
BR0507,"Surat Branch 507",Surat,Gujarat,1009,147271469.75
BR0889,"Hyderabad Branch 889",Hyderabad,Telangana,1001,147260490.42
BR0370,"Udaipur Branch 370",Udaipur,Rajasthan,986,147250123.06
BR0001,"Jodhpur Branch 1",Jodhpur,Rajasthan,1005,147244370.42
BR0791,"Chennai Branch 791",Chennai,"Tamil Nadu",977,147235579.87
BR0226,"Pune Branch 226",Pune,Maharashtra,1012,147220842.03
BR0669,"Kota Branch 669",Kota,Rajasthan,1029,147211588.54
BR0425,"Kota Branch 425",Kota,Rajasthan,1002,147192244.83
BR0601,"Lucknow Branch 601",Lucknow,"Uttar Pradesh",967,147175691.99
BR0008,"Jodhpur Branch 8",Jodhpur,Rajasthan,1017,147157861.06
BR0585,"Jaipur Branch 585",Jaipur,Rajasthan,1014,147138184.17
BR0202,"Ahmedabad Branch 202",Ahmedabad,Gujarat,1026,147135815.55
BR0069,"Alwar Branch 69",Alwar,Rajasthan,1015,147126954.56
BR0577,"Indore Branch 577",Indore,"Madhya Pradesh",994,147115300.35
BR0298,"Hyderabad Branch 298",Hyderabad,Telangana,1008,147102314.48
BR0025,"Mumbai Branch 25",Mumbai,Maharashtra,1004,147071951.24
BR0195,"Hyderabad Branch 195",Hyderabad,Telangana,985,147053970.31
BR0180,"Udaipur Branch 180",Udaipur,Rajasthan,1006,147030223.56
BR0216,"Bengaluru Branch 216",Bengaluru,Karnataka,1026,147027994.14
BR0004,"Pune Branch 4",Pune,Maharashtra,1003,147022954.37
BR0070,"Jodhpur Branch 70",Jodhpur,Rajasthan,984,147001904.23
BR0409,"Hyderabad Branch 409",Hyderabad,Telangana,1017,146988221.73
BR0798,"Bengaluru Branch 798",Bengaluru,Karnataka,1017,146975010.44
BR0108,"Pune Branch 108",Pune,Maharashtra,1009,146961814.81
BR0881,"Udaipur Branch 881",Udaipur,Rajasthan,986,146961097.20
BR0520,"Alwar Branch 520",Alwar,Rajasthan,1018,146958389.70
BR0939,"Delhi Branch 939",Delhi,Delhi,1025,146951210.49
BR0169,"Hyderabad Branch 169",Hyderabad,Telangana,1003,146944038.81
BR0947,"Pune Branch 947",Pune,Maharashtra,991,146936310.35
BR0914,"Indore Branch 914",Indore,"Madhya Pradesh",999,146935436.12
BR0896,"Kolkata Branch 896",Kolkata,"West Bengal",1008,146934471.35
BR0206,"Jodhpur Branch 206",Jodhpur,Rajasthan,984,146929680.61
BR0408,"Delhi Branch 408",Delhi,Delhi,1006,146905166.58
BR0360,"Delhi Branch 360",Delhi,Delhi,987,146899496.67
BR0828,"Jodhpur Branch 828",Jodhpur,Rajasthan,1003,146897948.68
BR0245,"Surat Branch 245",Surat,Gujarat,983,146876730.12
BR0046,"Bengaluru Branch 46",Bengaluru,Karnataka,1002,146870519.45
BR0082,"Ahmedabad Branch 82",Ahmedabad,Gujarat,999,146869702.21
BR0511,"Delhi Branch 511",Delhi,Delhi,1009,146850948.46
BR0576,"Jaipur Branch 576",Jaipur,Rajasthan,1023,146850842.59
BR0463,"Indore Branch 463",Indore,"Madhya Pradesh",994,146847942.78
BR0400,"Chandigarh Branch 400",Chandigarh,Chandigarh,1005,146837253.38
BR0710,"Bengaluru Branch 710",Bengaluru,Karnataka,995,146836566.76
BR0531,"Jodhpur Branch 531",Jodhpur,Rajasthan,988,146828907.87
BR0376,"Hyderabad Branch 376",Hyderabad,Telangana,1017,146826158.70
BR0580,"Delhi Branch 580",Delhi,Delhi,1001,146817361.07
BR0164,"Jodhpur Branch 164",Jodhpur,Rajasthan,1031,146807664.48
BR0104,"Chandigarh Branch 104",Chandigarh,Chandigarh,1024,146761227.45
BR0755,"Udaipur Branch 755",Udaipur,Rajasthan,1001,146750471.94
BR0147,"Alwar Branch 147",Alwar,Rajasthan,977,146731092.24
BR0093,"Chennai Branch 93",Chennai,"Tamil Nadu",993,146717851.40
BR0814,"Alwar Branch 814",Alwar,Rajasthan,1004,146717254.63
BR0859,"Kolkata Branch 859",Kolkata,"West Bengal",1017,146700761.83
BR0073,"Hyderabad Branch 73",Hyderabad,Telangana,1017,146700295.67
BR0712,"Ahmedabad Branch 712",Ahmedabad,Gujarat,980,146692512.85
BR0986,"Indore Branch 986",Indore,"Madhya Pradesh",1005,146688824.35
BR0661,"Hyderabad Branch 661",Hyderabad,Telangana,984,146676347.52
BR0702,"Jodhpur Branch 702",Jodhpur,Rajasthan,1000,146671496.31
BR0107,"Chandigarh Branch 107",Chandigarh,Chandigarh,1010,146664314.87
BR0218,"Alwar Branch 218",Alwar,Rajasthan,968,146644286.81
BR0040,"Ahmedabad Branch 40",Ahmedabad,Gujarat,1013,146634340.44
BR0923,"Ahmedabad Branch 923",Ahmedabad,Gujarat,973,146631909.53
BR0470,"Kolkata Branch 470",Kolkata,"West Bengal",997,146623873.39
BR0875,"Bengaluru Branch 875",Bengaluru,Karnataka,1018,146623802.04
BR0021,"Kolkata Branch 21",Kolkata,"West Bengal",987,146590653.26
BR0852,"Jaipur Branch 852",Jaipur,Rajasthan,995,146520626.03
BR0389,"Ahmedabad Branch 389",Ahmedabad,Gujarat,1008,146515311.21
BR0361,"Delhi Branch 361",Delhi,Delhi,996,146505256.84
BR0991,"Pune Branch 991",Pune,Maharashtra,1002,146499094.28
BR0979,"Delhi Branch 979",Delhi,Delhi,1009,146482577.78
BR0559,"Pune Branch 559",Pune,Maharashtra,1035,146448697.95
BR0232,"Pune Branch 232",Pune,Maharashtra,1001,146421699.63
BR0969,"Hyderabad Branch 969",Hyderabad,Telangana,994,146411551.70
BR0305,"Jodhpur Branch 305",Jodhpur,Rajasthan,1007,146405638.35
BR0508,"Udaipur Branch 508",Udaipur,Rajasthan,996,146400124.72
BR0045,"Kota Branch 45",Kota,Rajasthan,1019,146399116.97
BR0965,"Bhopal Branch 965",Bhopal,"Madhya Pradesh",968,146394481.78
BR0569,"Mumbai Branch 569",Mumbai,Maharashtra,1003,146376983.35
BR0260,"Indore Branch 260",Indore,"Madhya Pradesh",996,146345606.61
BR0624,"Lucknow Branch 624",Lucknow,"Uttar Pradesh",1022,146344792.57
BR0455,"Ahmedabad Branch 455",Ahmedabad,Gujarat,984,146329604.83
BR0367,"Bengaluru Branch 367",Bengaluru,Karnataka,1005,146329497.53
BR0524,"Lucknow Branch 524",Lucknow,"Uttar Pradesh",1011,146292318.02
BR0636,"Hyderabad Branch 636",Hyderabad,Telangana,968,146284803.22
BR0291,"Kolkata Branch 291",Kolkata,"West Bengal",983,146253313.31
BR0083,"Surat Branch 83",Surat,Gujarat,1004,146240662.45
BR0369,"Ahmedabad Branch 369",Ahmedabad,Gujarat,988,146210821.46
BR0068,"Chandigarh Branch 68",Chandigarh,Chandigarh,965,146193428.96
BR0668,"Jodhpur Branch 668",Jodhpur,Rajasthan,979,146190657.41
BR0440,"Lucknow Branch 440",Lucknow,"Uttar Pradesh",1002,146189250.50
BR0777,"Bhopal Branch 777",Bhopal,"Madhya Pradesh",969,146174285.31
BR0317,"Bhopal Branch 317",Bhopal,"Madhya Pradesh",1004,146169131.33
BR0648,"Ahmedabad Branch 648",Ahmedabad,Gujarat,972,146161755.94
BR0846,"Kota Branch 846",Kota,Rajasthan,988,146121662.56
BR0399,"Delhi Branch 399",Delhi,Delhi,970,146114762.93
BR0883,"Lucknow Branch 883",Lucknow,"Uttar Pradesh",991,146103903.19
BR0692,"Bengaluru Branch 692",Bengaluru,Karnataka,995,146094271.35
BR0675,"Surat Branch 675",Surat,Gujarat,980,146077502.04
BR0018,"Kota Branch 18",Kota,Rajasthan,989,146061143.04
BR0690,"Bhopal Branch 690",Bhopal,"Madhya Pradesh",964,146039966.59
BR0017,"Hyderabad Branch 17",Hyderabad,Telangana,978,146032700.59
BR0134,"Chandigarh Branch 134",Chandigarh,Chandigarh,986,145986955.96
BR0621,"Lucknow Branch 621",Lucknow,"Uttar Pradesh",1000,145985247.66
BR0911,"Delhi Branch 911",Delhi,Delhi,984,145949539.81
BR0209,"Indore Branch 209",Indore,"Madhya Pradesh",1003,145929457.62
BR0355,"Udaipur Branch 355",Udaipur,Rajasthan,999,145917257.35
BR0770,"Mumbai Branch 770",Mumbai,Maharashtra,976,145916967.02
BR0125,"Chandigarh Branch 125",Chandigarh,Chandigarh,986,145883478.66
BR0290,"Bengaluru Branch 290",Bengaluru,Karnataka,1039,145846977.61
BR0851,"Surat Branch 851",Surat,Gujarat,972,145841682.68
BR0772,"Surat Branch 772",Surat,Gujarat,975,145840401.27
BR0380,"Lucknow Branch 380",Lucknow,"Uttar Pradesh",1000,145830302.34
BR0932,"Kota Branch 932",Kota,Rajasthan,998,145796400.13
BR0753,"Bengaluru Branch 753",Bengaluru,Karnataka,1026,145775976.23
BR0003,"Pune Branch 3",Pune,Maharashtra,1012,145690002.87
BR0155,"Delhi Branch 155",Delhi,Delhi,992,145676961.78
BR0918,"Lucknow Branch 918",Lucknow,"Uttar Pradesh",1020,145665259.94
BR0516,"Ahmedabad Branch 516",Ahmedabad,Gujarat,1031,145664016.30
BR0326,"Chennai Branch 326",Chennai,"Tamil Nadu",975,145645978.94
BR0491,"Bhopal Branch 491",Bhopal,"Madhya Pradesh",988,145617387.91
BR0138,"Mumbai Branch 138",Mumbai,Maharashtra,1009,145606093.09
BR0411,"Bhopal Branch 411",Bhopal,"Madhya Pradesh",973,145598879.45
BR0547,"Lucknow Branch 547",Lucknow,"Uttar Pradesh",995,145598049.22
BR0529,"Udaipur Branch 529",Udaipur,Rajasthan,987,145595862.33
BR0490,"Lucknow Branch 490",Lucknow,"Uttar Pradesh",980,145588988.17
BR0410,"Mumbai Branch 410",Mumbai,Maharashtra,1008,145564875.69
BR0788,"Ahmedabad Branch 788",Ahmedabad,Gujarat,999,145562487.81
BR0658,"Bhopal Branch 658",Bhopal,"Madhya Pradesh",993,145560022.76
BR0554,"Chennai Branch 554",Chennai,"Tamil Nadu",1002,145544256.09
BR0750,"Kota Branch 750",Kota,Rajasthan,981,145539993.50
BR0964,"Chennai Branch 964",Chennai,"Tamil Nadu",987,145526078.23
BR0324,"Lucknow Branch 324",Lucknow,"Uttar Pradesh",1004,145518692.75
BR0999,"Jaipur Branch 999",Jaipur,Rajasthan,992,145509395.66
BR0870,"Udaipur Branch 870",Udaipur,Rajasthan,1003,145492524.39
BR0330,"Delhi Branch 330",Delhi,Delhi,996,145490307.14
BR0822,"Ahmedabad Branch 822",Ahmedabad,Gujarat,989,145488678.14
BR0404,"Delhi Branch 404",Delhi,Delhi,998,145463678.44
BR0536,"Kolkata Branch 536",Kolkata,"West Bengal",1006,145449097.11
BR0738,"Bhopal Branch 738",Bhopal,"Madhya Pradesh",1004,145446961.51
BR0171,"Bengaluru Branch 171",Bengaluru,Karnataka,1001,145424698.05
BR0967,"Ahmedabad Branch 967",Ahmedabad,Gujarat,985,145422548.25
BR0242,"Chandigarh Branch 242",Chandigarh,Chandigarh,965,145416042.31
BR0985,"Jodhpur Branch 985",Jodhpur,Rajasthan,991,145409727.56
BR0384,"Hyderabad Branch 384",Hyderabad,Telangana,1000,145401996.86
BR0067,"Udaipur Branch 67",Udaipur,Rajasthan,998,145389130.09
BR0186,"Pune Branch 186",Pune,Maharashtra,978,145374298.97
BR0288,"Delhi Branch 288",Delhi,Delhi,970,145366784.89
BR0523,"Alwar Branch 523",Alwar,Rajasthan,991,145344700.81
BR0642,"Kolkata Branch 642",Kolkata,"West Bengal",1006,145342363.41
BR0436,"Indore Branch 436",Indore,"Madhya Pradesh",981,145324340.88
BR0363,"Kota Branch 363",Kota,Rajasthan,989,145313185.93
BR0557,"Udaipur Branch 557",Udaipur,Rajasthan,1002,145311135.29
BR0666,"Kota Branch 666",Kota,Rajasthan,991,145301758.83
BR0924,"Udaipur Branch 924",Udaipur,Rajasthan,982,145297059.14
BR0749,"Lucknow Branch 749",Lucknow,"Uttar Pradesh",1005,145272244.76
BR0430,"Kota Branch 430",Kota,Rajasthan,986,145209594.85
BR0962,"Chennai Branch 962",Chennai,"Tamil Nadu",979,145149067.39
BR0997,"Indore Branch 997",Indore,"Madhya Pradesh",1003,145138423.53
BR0331,"Kolkata Branch 331",Kolkata,"West Bengal",988,145091248.22
BR0645,"Jaipur Branch 645",Jaipur,Rajasthan,966,145081094.71
BR0264,"Mumbai Branch 264",Mumbai,Maharashtra,972,145045137.77
BR0963,"Lucknow Branch 963",Lucknow,"Uttar Pradesh",1008,145035647.46
BR0435,"Pune Branch 435",Pune,Maharashtra,988,145028723.85
BR0385,"Kota Branch 385",Kota,Rajasthan,987,145005884.70
BR0819,"Pune Branch 819",Pune,Maharashtra,996,144964828.85
BR0002,"Mumbai Branch 2",Mumbai,Maharashtra,968,144958420.53
BR0085,"Surat Branch 85",Surat,Gujarat,990,144923664.55
BR0397,"Chandigarh Branch 397",Chandigarh,Chandigarh,974,144898847.67
BR0515,"Udaipur Branch 515",Udaipur,Rajasthan,988,144895608.19
BR0035,"Chandigarh Branch 35",Chandigarh,Chandigarh,982,144884830.22
BR0185,"Ahmedabad Branch 185",Ahmedabad,Gujarat,985,144883435.94
BR0292,"Ahmedabad Branch 292",Ahmedabad,Gujarat,1003,144874433.75
BR0387,"Jaipur Branch 387",Jaipur,Rajasthan,998,144868331.28
BR0426,"Chandigarh Branch 426",Chandigarh,Chandigarh,995,144856445.00
BR0742,"Kota Branch 742",Kota,Rajasthan,977,144844538.88
BR0166,"Mumbai Branch 166",Mumbai,Maharashtra,988,144821096.41
BR0697,"Jaipur Branch 697",Jaipur,Rajasthan,987,144818103.45
BR0949,"Lucknow Branch 949",Lucknow,"Uttar Pradesh",1006,144815303.01
BR0480,"Bhopal Branch 480",Bhopal,"Madhya Pradesh",980,144808084.93
BR0832,"Bhopal Branch 832",Bhopal,"Madhya Pradesh",1001,144805646.50
BR0398,"Bengaluru Branch 398",Bengaluru,Karnataka,979,144798406.78
BR0821,"Indore Branch 821",Indore,"Madhya Pradesh",970,144792356.57
BR0866,"Chandigarh Branch 866",Chandigarh,Chandigarh,952,144792180.76
BR0519,"Chandigarh Branch 519",Chandigarh,Chandigarh,964,144766073.72
BR0704,"Alwar Branch 704",Alwar,Rajasthan,981,144759307.57
BR0752,"Jaipur Branch 752",Jaipur,Rajasthan,969,144732077.29
BR0029,"Lucknow Branch 29",Lucknow,"Uttar Pradesh",998,144728374.62
BR0897,"Alwar Branch 897",Alwar,Rajasthan,1000,144698881.21
BR0115,"Indore Branch 115",Indore,"Madhya Pradesh",1005,144668631.89
BR0684,"Hyderabad Branch 684",Hyderabad,Telangana,984,144627244.77
BR0024,"Jaipur Branch 24",Jaipur,Rajasthan,977,144624396.08
BR0635,"Surat Branch 635",Surat,Gujarat,1003,144609980.70
BR0254,"Kota Branch 254",Kota,Rajasthan,962,144597444.27
BR0514,"Alwar Branch 514",Alwar,Rajasthan,1000,144535708.37
BR0799,"Lucknow Branch 799",Lucknow,"Uttar Pradesh",985,144483096.98
BR0597,"Alwar Branch 597",Alwar,Rajasthan,1000,144470885.00
BR0241,"Surat Branch 241",Surat,Gujarat,982,144456211.13
BR0101,"Chandigarh Branch 101",Chandigarh,Chandigarh,988,144440846.45
BR0528,"Hyderabad Branch 528",Hyderabad,Telangana,973,144438122.20
BR0461,"Delhi Branch 461",Delhi,Delhi,971,144434503.37
BR0279,"Kota Branch 279",Kota,Rajasthan,1014,144409540.02
BR0775,"Udaipur Branch 775",Udaipur,Rajasthan,965,144397890.47
BR0958,"Hyderabad Branch 958",Hyderabad,Telangana,968,144361673.87
BR0183,"Mumbai Branch 183",Mumbai,Maharashtra,980,144353320.62
BR0048,"Delhi Branch 48",Delhi,Delhi,984,144346721.98
BR0217,"Bengaluru Branch 217",Bengaluru,Karnataka,976,144345537.01
BR0835,"Chennai Branch 835",Chennai,"Tamil Nadu",1011,144307032.66
BR0720,"Surat Branch 720",Surat,Gujarat,1000,144302773.79
BR0646,"Udaipur Branch 646",Udaipur,Rajasthan,996,144279855.97
BR0265,"Kolkata Branch 265",Kolkata,"West Bengal",996,144270793.82
BR0350,"Jaipur Branch 350",Jaipur,Rajasthan,1011,144265130.28
BR0116,"Kota Branch 116",Kota,Rajasthan,953,144255854.08
BR0705,"Lucknow Branch 705",Lucknow,"Uttar Pradesh",976,144248872.53
BR0158,"Udaipur Branch 158",Udaipur,Rajasthan,992,144240177.22
BR0806,"Hyderabad Branch 806",Hyderabad,Telangana,995,144229077.22
BR0227,"Lucknow Branch 227",Lucknow,"Uttar Pradesh",994,144200219.29
BR0740,"Chennai Branch 740",Chennai,"Tamil Nadu",1015,144173975.59
BR0873,"Delhi Branch 873",Delhi,Delhi,974,144146520.77
BR0284,"Chandigarh Branch 284",Chandigarh,Chandigarh,970,144136420.67
BR0464,"Bengaluru Branch 464",Bengaluru,Karnataka,963,144123050.67
BR0078,"Ahmedabad Branch 78",Ahmedabad,Gujarat,984,144112643.64
BR0961,"Lucknow Branch 961",Lucknow,"Uttar Pradesh",987,144087367.54
